"group src","heading","web","web 2","list-group-item-text","sector_block","sector_block 2","sector_block 3","sector_block 4","btn href","sector_block 5","sector_block 6","sector_block 7","sector_block 8","sector_block 9","sector_block 10","sector_block_outer","sector_block_outer href"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","Daegu Digital Innovation Promotion Agency","Stand No- H1.2-A20, 1.2","Republic Of Korea","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/daegu-digital-innovation-promotion-agency","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","Dash Media Productions Ltd","Stand No- H2.2-D58, 2.2","United Kingdom","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/dash-media-productions-ltd","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55568/thumb_2054_55568_54472_1158.png","Data Science Consulting Group Ltd","Stand No- H4.2-D24, H4.2-D25, 4.2","Netherlands","DSG.AI is an AI solutions company with 150+ delivered projects, specializing in enterprise compliance and audit automation. Our flagship product, assureIQ, is an AI-native audit execution platform that actively performs audit work ...","Artificial Intelligence","Chatbots / Virtual Assistant","Machine Learning","Planning and Optimization","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/data-science-consulting-group-ltd","Virtual Companions","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57281/thumb_anzwmIRQg7d3-1778839058.png","DataGreen","Stand No- H4.2-C72, H4.2-C73, 4.2","France","DataGreen is reinventing data centers to address the rapid growth of AI, digital sovereignty, and climate challenges. We design sustainable, decentralized, and sovereign infrastructures operating without traditional air conditioni ...","Artificial Intelligence","Smart Cities","Quantum & High Performance Computing","Data Centres","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/datagreen","Sustainability & Green Climate - Tech","Machine Learning","AI-optimized Hardware","Cabinets and Enclosures","Cooling","Data Centre Infrastructure Management","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/datagreen"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54037/thumb_2054_54037_52958_3096.png","Decryptogen - MudraID","Stand No- H1.2-23.1, 1.2","United States of America","Decryptogen is an AI-driven cloud and digital transformation company specializing in Agentic AI, Generative AI, enterprise automation, blockchain integration, and advanced data engineering. We design and implement secure, scalable ...","HealthTech","Artificial Intelligence","Software Services","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/decryptogen-mudraid","Education Tech","Desktop as a Service - DaaS","Data as a Service - DAAS","Cybersecurity","Customer Relationship Management - CRM","Consultancy","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/decryptogen-mudraid"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56510/thumb_2054_56510_55414_9065.png","DEEP Robotics","Stand No- H1.2-D25, 1.2","China","""DEEP Robotics, founded in 2017, is an international high-tech enterprise specializing in the R&D, production, sales, and service of humanoid robots, quadrupedal robots, and their core components. The company is committed to indep ...","Artificial Intelligence","AI-optimized Hardware","Articulated Robots","Deep Learning Platforms","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/deep-robotics","Natural Language Generation (NLG)","Robotic Process Automation","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","Deep Tech","Stand No- H2.2-D65, 2.2","Poland","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/deep-tech","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54696/thumb_2054_54696_53611_4703.png","DeepL SE","Stand No- H1.2-38, 1.2","Germany","DeepL is a global AI company building the language infrastructure that powers global business. 

More than 200,000 business teams and millions of individuals use DeepL’s Language AI platform to communicate globally,  ...","Artificial Intelligence","Software Product","Cloud Services","Software as a Service - SaaS","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/deepl-se","Real time translation","Content Creation","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57216/thumb_8ILjmX9PVa7t-1778685802.png","DeepMark","Stand No- H4.2-G42, 4.2","United States of America","DeepMark is an AI watermarking company building technology for content protection, provenance, and authenticity in the age of synthetic media.

Our models embed invisible, robust signals directly into audio, video, and ...","Cyber security","Artificial Intelligence","Blockchain","Machine Learning","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/deepmark","Neural Networks","Security / Cybersecurity","Authentication User, Biometric Authentication and PKI","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54060/thumb_jfPlxVOKzCE5-1779297756.png","Demand AI","Stand No- H1.2-C70, 1.2","United States of America","We're an AI-driven lead generation company redefining the future of demand generation. By combining cutting-edge artificial intelligence with deep marketing expertise, we help businesses identify, engage, and convert their ideal c ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/demand-ai","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54075/thumb_2054_54075_52996_4483.png","Depositphotos EU Limited","Stand No- H1.2-07, 1.2","Cyprus","DepositPhotos is a global creative platform built for businesses. With a library of over 300 million royalty-free images, videos, and music files, we deliver scalable, legally secure content solutions for brands and enterprises wo ...","Internet of Things (IOT)","Media, Marketing & Advertising Tech","Artificial Intelligence","Business & professional services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/depositphotos-eu-limited","Creative Economy","Artificial Intelligence","Video","Photography","Music","Content Creation","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/depositphotos-eu-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","Derg Technology","Stand No- H2.2-D63, 2.2","Albania","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/derg-technology","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","Deutsches Forschungszentrum für Künstliche Intelligenz GmbH (DFKI)","Stand No- H4.2-B10, 4.2","Germany","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/deutsches-forschungszentrum-fr-knstliche-intelligenz-gmbh-dfki","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56446/thumb_2054_56446_55350_4056.png","Development Agency of Serbia- RS","Stand No- H1.2-C50, 1.2","Serbia","Development Agency of Serbia (RAS) is a government organization dedicated to effectively helping foreign investors and buyers, while raising Serbia`s profile in the minds of international business decision-makers. Created by the G ...","Media, Marketing & Advertising Tech","Business & professional services","Cloud Services","Creative Economy","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/development-agency-of-serbia-rs","Governance & Compliance","Event Management","Film","Artificial Intelligence","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54077/thumb_2054_54077_52998_9902.png","DigiTech Association INFOBALT","Stand No- H2.2-B70, 2.2","Lithuania","INFOBALT Association and its members are actively involved in a wide range of initiatives, including national and international projects. In response to the needs, trends, and challenges of the DigiTech sector, INFOBALT also estab ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/digitech-association-infobalt","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57354/thumb_sul8UQ6KkAhN-1779370264.png","Diwani Code Solutions","Stand No- H2.2-B90, 2.2","Bosnia and Herzegovina","At Diwani Code Solutions, we help small and medium-sized businesses digitalize and optimize operations through practical, scalable, and affordable software solutions.

We build systems that simplify business management ...","Software Product","Software Services","Coding and Development","Artificial Intelligence","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/diwani-code-solutions","Backend Development","Frontend Development","Python","Web Development","Application integration and infrastructure","Business Process Management","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/diwani-code-solutions"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57442/f5Dq2pKjyGh3-1779813794.png","Dotify Online","Stand No- H2.2-D60, 2.2","Spain","Dotify Online is building the decision layer for enterprise software. Businesses today make software decisions across fragmented review sites, vendor demos, spreadsheets, and analyst reports without a structured system to evaluate ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/dotify-online","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","DoubleM Social Company Inc.","Stand No- H1.2-A20, 1.2","Republic Of Korea","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/doublem-social-company-inc-","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57425/thumb_HwEIe8XP7r6p-1779856060.png","DreamIdeaSoft Co., Ltd","Stand No- H1.2-A20, 1.2","Republic Of Korea","DreamIdeaSoft is a software company specializing in digital content and intelligent systems through two core divisions: Content Business and System Business.

The Content Business Division develops games, XR/VR/MR cont ...","Artificial Intelligence","Blockchain","Computer Vision","Machine Learning","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/dreamideasoft-co-ltd","Artificial Intelligence","Blockchain as a Service (BaaS)","Enterprise Software / Operating Systems","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57054/thumb_fMPhEFeI2cjW-1779348457.png","DRONAMICS LTD","Stand No- H4.2-B70, 4.2","Bulgaria","Dronamics is an aerospace company from Bulgaria which designs, builds and operates unmanned aerial systems. The Black Swan is a proprietary drone platform which comes in several sizes and configurations. Dronamics' full-scale Blac ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/dronamics-ltd","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57285/thumb_vKfruOGlTiBp-1778755862.png","Dubai Chamber of Digital Economy","Stand No- H1.2-A35, 1.2","United Arab Emirates","Dubai Chamber of Digital Economy was launched to strengthen Dubai’s position at the heart of the digital economy by attracting global companies and talent to the emirate and ensuring they can thrive. The chamber is dedicated to  ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/dubai-chamber-of-digital-economy","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","DXWORKS Co., Ltd.","Stand No- H1.2-A20, 1.2","Republic Of Korea","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/dxworks-co-ltd-","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57279/thumb_CNLAFHP4u7RS-1779343451.png","E Charlemagne","Stand No- H4.2-D64, H4.2-D65, 4.2","France","Since 2001, E-Charlemagne has been developing technologies that serve education and knowledge.
A specialist in technologies for training, education, and human resources:
- Training management System: KONOSYS, designed  ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/e-charlemagne","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54024/thumb_QY6DHpoWTUNE-1776798321.png","E-MetroTel","Stand No- H1.2-37, 1.2","United States of America","E-MetroTel is an end-to-end provider of modern, secure communications. We deliver voice, collaboration, mobility, and cloud services across on-prem, cloud, and hybrid environments, enabling organizations to deploy and scale on the ...","Cyber security","Software Product","5G & Telecommunications","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/e-metrotel","Consumer Tech, Smart Home & Smart Workplace","Communication Equipment","Converged / Unified Communications","IP Communications & Applications","Telecommunication Integration & Equipment Services","Video","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/e-metrotel"
