"toggler","stand","country","img-holder src","additional","visit-us 2","button","button href","button href 2","categories","subcategory","subcategory href","divider","subcategory 2","subcategory href 2","divider 2","subcategory 3","subcategory href 3","divider 3","subcategory 4","subcategory href 4"
"Hubei Zhuangmei Biological Technology Co.,Ltd.","B2H45","China","https://www.ingredientsnetwork.com/zmbiotech-11280050-comp322392.png","Hubei Zhuangmei Biological Technology Co., Ltd. is a food additive producer Located in Hanchuan city Economic Development Zone, adjacent to Dongxihu Logistics Center of Wuhan City, 40km far from Hankou Railway Station, integrating research, development, production and sales. We produce natural high-quality lactate salts and coated acids etc. The products are extensively used in foods, pharmaceutical, environment-friendly materials etc. 

Zhuangmei Biotech has two production lines. One line production capacity is 3000 tons of calcium lactate, 1200 tons of lactic acid powder and 2000 tons of sodium lactate powder. The other production capacity of coated acids 1500 tons including Coated DL-Malic Acid, Coated Citric Acid, Coated Sorbic Acid and Coated Fumaric Acid, and we are registered with patent production technologies. Our factory has obtained ISO9001, ISO22000, FSSC22000, MUI Halal and Star-K Kosher certifications, and the products are exported to many countries and regions in the world. 

Zhuangmei Biotech has a stable and extensive sales network. The products are supplied not only to the fields of food, pharmaceutical, feedstuff, coatings and materials in Wuhan and Central-southern regions China, but also to many countries and regions across the world. Zhuangmei Biotech have highly qualified customer service specialists with professional knowledge, many market information sources and rich experiences to offer the tailored products. Zhuangmei Biotech is not only a good supplier of the products, but also a good adviser to develop new products and open up new markets. 

Zhuangmei Biotech introduces the belief “Safety, health and environment” into the entire process of research and development, production, quality management and innovation, emphasizes harmonious development of social benefits, environmental protection and social responsibilities in production and operation activities, and promotes achievement of the public target of healthy, natural, nutrient and safe.","stand B2H45","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/32/23/92/exhibitor322392-596.html","Categories:","Calcium lactate","https://www.ingredientsnetwork.com/calcium-lactate-code015327.html","|","Citric acid","https://www.ingredientsnetwork.com/citric-acid-code015330.html","|","Fumaric acid","https://www.ingredientsnetwork.com/fumaric-acid-code015331.html","|","Lactic acid","https://www.ingredientsnetwork.com/lactic-acid-code015332.html"
"HUIKE BOTANICALS (HERB-KEY�)","C3M18","China","https://www.ingredientsnetwork.com/1631356248592-comp272813.jfif","Shaanxi Huike Botanical Development Co., Ltd., founded in Oct.1998, is a technological export-oriented private enterprise with the Rights of Self-Managed Import and Export, specializing in active ingredients modernized and industrialization research, development, production, and sales of natural medical botany. The company mainly produces and sells high-purity monomers with botanical functional ingredients and standard extractives, such as grapefruit series products (naringin, naringenin, and naringin dihydrochalcone), fruit of immature citron series products (hesperetin, nobiletin, and tangeretin), sophocarpine series products (genistein and kaempferol), and other active monomer (diosmetin, apigenin, ursolic acid, and shikimic acid).","stand C3M18","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/27/28/13/exhibitor272813-596.html","Categories:","Other Antioxidants","https://www.ingredientsnetwork.com/other-antioxidants-code015400.html","|","Other Botanicals","https://www.ingredientsnetwork.com/other-botanicals-code015667.html","|","Other Sweeteners","https://www.ingredientsnetwork.com/other-sweeteners-code015532.html","|","Dietary supplements","https://www.ingredientsnetwork.com/dietary-supplements-code016133.html"
"HUISONG PHARMACEUTICALS INDONESIA,PT","C3N34","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3N34","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/30/60/91/exhibitor306091-596.html","","","","","","","","","","","",""
"Hunan Bio-essential Tech Co., Ltd.","A2G38","China","https://www.ingredientsnetwork.com/e7a68fe69da5e6a0bce6-b0e6a0e5bf-5x2.9.5-comp322426.jpg","Hunan Bio-essential Tech Co.,Ltd., founded in2006,located in Liuyang Economic and TechnologicalDevelopment Zone, with an area of 61,403 square meters. Asa wholly-owned subsidiary of Hunan Flag Bio-technology Co.,Ltd.,is the industrial base of FLAG, mainly using enzymatictechnology to produce amino acids,glutathione series,Levodopap,Citicoline Sodium,eptides and other series ofproducts.With advanced production equipment and a large-scale bio-catalytic production line,annual production capacityis over 800 tons in amino acids.","stand A2G38","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/32/24/26/exhibitor322426-596.html","Categories:","Citicoline","https://www.ingredientsnetwork.com/citicoline-code015930.html","|","Glutathione","https://www.ingredientsnetwork.com/glutathione-code015935.html","|","Other Amino acids","https://www.ingredientsnetwork.com/other-amino-acids-code015968.html","|","Other Antioxidants","https://www.ingredientsnetwork.com/other-antioxidants-code015400.html"
"Hunan Guiwei Biotechnology Co., Ltd","B3D46","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B3D46","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/52/43/exhibitor475243-596.html","","","","","","","","","","","",""
"Hunan Huacheng Biotech, Inc.","B2G46","China","https://www.ingredientsnetwork.com/c249977img_XL-comp249977.jpg","Hunan Huacheng Biotech Inc. (Huachengbio) is a key member of China herbal extract industry, specialized in Luo Han Guo (Monk Fruit) Extract, Sweet Tea Extract, Anthocyanidins Seris Extract, Green Tea Extract, Ginseng Extract, Trans-Resveratrol, and Magnolia Bark Extract. We obtained NSF-cGMP, ISO, HACCP, TUV, KOSHER, HALAL, SC, ORGANIC etc. Luo Han Guo Extract have been certified by FDA GRAS.


	
		 


	
		Huachengbio is a professional natural active ingredients provider for the medical, functional food, cosmetic industries with more than ten years' experience.






	Hunan Huacheng Biotech,Inc. has our own professional plant extract factory, and we are one of the top 10 plant extract industry factories.","stand B2G46","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/24/99/77/exhibitor249977-596.html","Categories:","Agaricus blazei","https://www.ingredientsnetwork.com/agaricus-blazei-code015716.html","|","Alfalfa","https://www.ingredientsnetwork.com/alfalfa-code015546.html","|","Amla","https://www.ingredientsnetwork.com/amla-code015548.html","|","Andrographis paniculata","https://www.ingredientsnetwork.com/andrographis-paniculata-code015549.html"
"Hunan Jia Yi Biotechnology Co.,Ltd.","C2R41","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C2R41","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/02/60/exhibitor480260-596.html","","","","","","","","","","","",""
"Hunan Nutramax Inc.","B2J18","China","https://www.ingredientsnetwork.com/c263133img_XL-comp263133.jpg","Hunan Nutramax Inc., established in 2008, is located in high-tech district of Changsha, Hunan. In 2014, it has been listed into “New Third Board” enterprises, stock: Hunan Nutramax,Stock number: 831319. Hunan Nutramax mainly deals with Plant Extract products.It has its own planting bases, advanced plant extract factories and a wholly owned sales subsidiary in LA, USA, North America. Integrity, Pragmatism, Unity, Innovation are uphold as our company culture.Hunan Nutramax is the Drafter of China Plant Extract Association and the President of Hunan Botanical Extract Association (HBEA).

Hunan Nutramax Inc. is certified with BRC, GRAS, USDA&EU Organic, cGMP,Non-GMO, ISO22000, ISO9001, Halal, Kosher and SC.","stand B2J18","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/26/31/33/exhibitor263133-596.html","Categories:","Anthocyanins","https://www.ingredientsnetwork.com/anthocyanins-code015408.html","|","Bioactive Compounds - Other","https://www.ingredientsnetwork.com/bioactive-compounds-other-code015924.html","|","Botanicals","https://www.ingredientsnetwork.com/botanicals-code015543.html","|","Carotenoids","https://www.ingredientsnetwork.com/carotenoids-code015668.html"
"Hunan Tea Group Company Limited","C3R35","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3R35","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/15/46/exhibitor481546-596.html","","","","","","","","","","","",""
"Hunan Yunfeng Technology Co., Ltd","B3F01","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B3F01","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/32/57/73/exhibitor325773-596.html","","","","","","","","","","","",""
"Hydrocolloid Indonesia, PT","C3N02","Indonesia","https://www.ingredientsnetwork.com/owII4uqgFbdVHQo-comp249432.jpg","Hydrocolloid Indonesia is a leading manufacturer of
seaweed products which is managed with a focus on quality systems. Our
facilities are located next to the best and most cost-effective seaweed sources
so we can offer excellent performing texture ingredients to our customer with
high quality through a reliable supply chain. The products range from
food-grade Kappa to Iota carrageenan. The company is placing especial attention
to environmental issues by equipping the factory with a waste treatment
facility. Our products are specially design for applications in food and
beverages, also applicable in non-food application, to deliver specific
functionalities for every application such as texture, particle suspension,
thickening, gelling and many more.","stand C3N02","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/24/94/32/exhibitor249432-596.html","Categories:","Carrageenan","https://www.ingredientsnetwork.com/carrageenan-code015469.html","|","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html","|","Other Algae","https://www.ingredientsnetwork.com/other-algae-code015542.html","|","Other Dietary Fibres","https://www.ingredientsnetwork.com/other-dietary-fibres-code015793.html"
"Hylen Co., Ltd.","A3N09","China","https://www.ingredientsnetwork.com/1638438799793618-comp280145.png","Hylen Co., Ltd was established in the year of 2000. As a world leading manufacturer and supplier of Food Ingredients, Dietary Supplements, Hylen has invested and share-held its own factories to satisfy worldwide customers.Based on excellent quality and services, Hylen has become a top brand company in the international market. 

Hylen’s products were exported to more than 60countries and districts. It also estabalished local offices in USA, Korea, Japan, etc. 

Hylen possesses advanced technique, machinery equipments and cooperates with famous domestic universities, researching institutions to improve the product quality. Meanwhile Hylen has obtained the certificates of ISO9001, GMP, FAMI-QS, HACCP and KOSHER. 

With the enterprise spirit of Integrety, Cooperation, Intelligence, profession, Hylen committed to becoming your reliable business partner and trusted friends. 

Looking forward to starting cooperation with you!","stand A3N09","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/28/01/45/exhibitor280145-596.html","Categories:","Nutrition ingredient mixture","https://www.ingredientsnetwork.com/nutrition-ingredient-mixture-code015918.html","|","Dietary supplements","https://www.ingredientsnetwork.com/dietary-supplements-code016133.html","","","","","",""
