company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,Certificates,Other Certificates,supplier_url,exhibitor_url,Company Website,Booth: 3C-B28   |   Group Pavilions   |   Chinese Mainland (Huangyan) Pavilion,Booth: 3E-E20   |   World of Fine Dining   |   ,Booth: 3C-B06   |   Group Pavilions   |   Chinese Mainland (Huangyan) Pavilion,Booth: 3E-C36   |   Cook & Dine   |   ,Booth: 3E-B19   |   World of Fine Dining   |   ,Booth: 3D-D01   |   World of Fine Decor   |   Cantonese Business Go Global,Booth: 3D-E02   |   World of Fine Decor   |   Cantonese Business Go Global,Booth: 3E-E12   |   World of Fine Dining   |   Cantonese Business Go Global,Booth: 3E-D08   |   World of Fine Dining   |   Cantonese Business Go Global,Booth: 3E-A14   |   World of Fine Dining   |   ,Booth: 5E-L25   |   Cultural and Creative Avenue   |   ,"Booth: 3E-S008, 5E-E05   |   hktdc.com Showcase Zone, Homepedia   |   ","Booth: 5E-A16   |   Outdoor, Camping & Gardening   |   Cantonese Business Go Global",Booth: 5E-C02   |   Health & Wellness   |   Cantonese Business Go Global
"Ningbo Viclion Imp. & Exp. Co., Ltd.",Chinese Mainland,"Since1999, We have been dedicated to provide solutions for manufacturing consumer package items in China.We closely work with your product designer to make items from blue print to a good quality well build item.",Manufacturer,"Coffee Set, Food Container, Food Box, Coffee Pot, Coffee Grinder, Cup","coffee press , coffee cup, tea port , tea cup ,water bottle","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2026 Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Houseware Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Houseware Fair 2018 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Viclion-Imp-Exp-Co-Ltd/1X07VKKS,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005G488,,,,,,,,,,,,,,,
"Ningbo Wave Household Products Co., Ltd",Chinese Mainland,,Manufacturer,"Kettle,Cup,Tableware","Water cup, lunch box",OEM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Wave-Household-Products-Co-Ltd/1S00P030X,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005KVP2,,,,,,,,,,,,,,,
"Ningbo Yongyi Daily Product Co., Ltd",Chinese Mainland,,"Distributor, Export Agent","Mug,Bowl,Desk Organiser",manufacturing of daily miscellaneous goods; manufacturing of plastic products;,Others,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Yongyi-Daily-Product-Co-Ltd/1S00P0ENP,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LC59,,,,,,,,,,,,,,,
Qingdao Huahongxing Plastic Co Ltd,Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,"Kitchen Utensil,Cling Wrap","LDPE ziplock bag and LDPE slider zipper bag, made of food grade materials and suitable for kitchen storage.",OEM,"Hibags,7/24 Bags",,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Qingdao-Huahongxing-Plastic-Co-Ltd/1S00OXOF3,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005H3GL,,,,,,,,,,,,,,,
"Qixian Hongyuan Glass Products Co., Ltd.",Chinese Mainland,,Exporter,Tableware,"Glass, ceramic, wood drinking ware","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 Home InStyle 2024 Home InStyle 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Qixian-Hongyuan-Glass-Products-Co-Ltd/1S00OBH54,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LBSD,,,,,,,,,,,,,,,
Richful Homewares Limited,Chinese Mainland,,"Exporter, Manufacturer","Kitchen Utensil,Tableware",Tableware,"OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/RICHFUL-HOMEWARES-LIMITED/1S00OVS9H,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005L0QU,,,,,,,,,,,,,,,
"Shenzhen Sygama Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Shenzhen Sygama Technology Co., Ltd. is a progressive and innovative company offering unique solutions to our customers' needs while adapting to the ever changing technology in the market. With many years of experience and knowledge in the audio and electronics industry, SYGAMA takes pride in presenting an extensive state-of-the-art product line. We continuously strive to provide the latest and greatest products that today's technology has to offer, without eliminating the standards of quality. Our company operates with the core purpose of providing quality products at competitive prices with superior customer service. With innovation and durability powered by IBOMB at SYGAMA, SYGAMA engineers and designers are developing more and more new breed of electronic & audio products. We will create more ideas for you. SYGAMA - We believe in our quality!","Wholesaler, Manufacturer, Exporter","Camping & Picnic Equipment,Karaoke Equipment,Computer Peripherals & Accessories,Electrical Appliance,Game Player Accessories,Gaming Headset,Consumer Electronics,Christmas Supply","IBomb Bluetooth Speakers, Earbuds and Headphones.","OEM, ODM","IBomb,SYGAMA",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2015 HKTDC Hong Kong Gifts & Premium Fair 2014 HKTDC Hong Kong Electronics Fair (Spring Edition) 2014,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Sygama-Technology-Co-Ltd/1X08EPV2,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LK6Y,,,,,,,,,,,,,,,
"Taisun Tech. (Zhongshan) Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Cutlery Set, Kitchen Knife, Table Knife, Kitchen Utensil","Whetstone, knife sharpener, sharpening rod",OEM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2026 Home InStyle 2025 Home InStyle 2024 Home InStyle 2023 HKTDC Hong Kong Houseware Fair 2019,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taisun-Tech-Zhongshan-Co-Ltd-/1X0ASID5,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005KBRG,www.taisuntech.com,,,,,,,,,,,,,,
"Taizhou Huangyan Rifa Molding Co., Ltd",Chinese Mainland,,Manufacturer,Mug,Plastic Household Products,OEM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2026 Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Huangyan-Rifa-Molding-Co-Ltd/1S00P0C0O,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005L8X1,,,,,,,,,,,,,,,
"Taizhou Shike Plastics Co., Ltd.",Chinese Mainland,,Manufacturer,Mug,Plastics,"OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2026 Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 Home InStyle 2024 HKTDC Hong Kong Gifts & Premium Fair 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Shike-Plastics-Co-Ltd/1S00O62QS,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005KVIN,,,,,,,,,,,,,,,
Wellsili Houseware Industry Co Ltd,Chinese Mainland,,Manufacturer,"Tableware,Food Box","Tableware, food box","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 Home InStyle 2024 Home InStyle 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-Wellsili-Houseware-Industry-Co-Ltd/1S00OU3A3,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005KBW1,,,,,,,,,,,,,,,
"Xiamen Shunstone Homeware Co., Ltd.",Chinese Mainland,,Exporter,"Wine Glass,Mug",Wine Accessories Set/Whiskey Stone Set /Whiskey Glass/Wine Glass etc,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Shunstone-Homeware-Co-Ltd-/1S00OBWGS,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LC0O,,,,,,,,,,,,,,,
"Yangjiang Aivy Industry & Trade Co.,Ltd",Chinese Mainland,,"Exporter, Manufacturer","Cookware,Kitchen Utensil,Food Box","Airtight container, Kitchen Unit",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 Home InStyle 2024 HKTDC Hong Kong Houseware Fair 2018,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangjiang-Aivy-Industry-Trade-Co-Ltd/1X0ABIKY,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005GMUW,,,,,,,,,,,,,,,
"Yangjiang Fortyfive Industry and Trade Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,"Exporter, Manufacturer, Wholesaler",Kitchen Utensil,kitchenware,"ODM, OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangjiang-Fortyfive-Industry-and-Trade-Co-Ltd/1S00P0K1D,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LHPG,,,,,,,,,,,,,,,
"Yangjiang Haoyuan Industry And Trade Co., Ltd",Chinese Mainland,"Our companyis a comprehensive manufacturer in westernGuangdong.Since the establishment of our company,Has beenOEM Europe and the United States and domestic well-knownbrands have 15 years of production experience. We are themain production of hardware,silicone and other productsproduction and processing company,has a complete sectionLearn the quality management system. Our integrity,strengthand product quality has been obtained in the industryGet therecognition of our customers. Welcome friends from all walksof life to visit, guidance and business negotiations!","Distributor, Export Agent, Importer, Chain Store, Professional Association, Department Store, Import Agent, Exporter","Baking Mold,Baking Tool,Grill Pan,Bakeware,Cutlery Set,Spoon,Table Knife,Measuring Cup,Plate,Frying Pan",Main business: Measuring cups and spoons; Outdoor grills; Kitchen utensils and accessories.,"OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangjiang-Haoyuan-Industry-And-Trade-Co-Ltd/1S00P01L8,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LC4C,,,,,,,,,,,,,,,
"Yangjiang Jiacheng Industry and Trade Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Kitchen Knife,Kitchen Utensil","Multi Tool, Wire Stripping Pliers, Multifunction Carabiner, Bottle Opener, Promotional Gift Knife",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangjiang-Jiacheng-Industry-And-Trade-Co-Ltd/1S00OZQUS,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005KCU6,,,,,,,,,,,,,,,
"Yangjiang Leadsharp Industrial and Trading Co., Limited",Chinese Mainland,,"Manufacturer, Exporter",Kitchen Knife,Outdoor knives,Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 Home InStyle 2025 Home InStyle 2023 HKTDC Hong Kong Gifts & Premium Fair 2019,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangjiang-Leadsharp-Industrial-and-Trading-Co-Limited/1X0ARMSE,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005KCDL,,,,,,,,,,,,,,,
"Yangjiang Yangdong Jinxing Hardware Plastic Co., Ltd",Chinese Mainland,"YANGJIANG YANGDONG JINXING HARDWARE PLASTIC CO.,LTD is a facory. Our produce line is houseware and kitchen gadget. We are professional in aluminium alloy produce, zinc alloy produce and stainless steel kitchen gadget.","Buying Cooperative, Shopping Mall, Statutory Body, Distributor, Importer, Department Store","Grill Pan,Saucepan,Kitchen Knife,Cutlery Set,Table Knife,Kitchen Utensil,Serving Utensil,Kitchen Gloves,Decanter,Frying Pan","our produce is high quality, annd pass FDA standard.","ODM, OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 Home InStyle 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangjiang-Yangdong-Jinxing-Hardware-Plastic-Co-Ltd/1S00ONHKV,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LX7I,,,,,,,,,,,,,,,
"Yangjiang Yangdong Wellier Industry & Trade Co., Ltd",Chinese Mainland,"Yangjiang Wellier Industry and Trade Co., Ltd. is located in the knife and scissors capital of China - Yangjiang City, Guangdong Province. The company is specialized in the production of outdoor knives, kitchen knives, scissors and other products of the enterprise. Products are sold all over the country and year-round best-selling Europe, America and Southeast Asia and so on. The company's advanced equipment technology, strong technical force, product quality is stable. The company has always adhered to the enterprise purpose of ""quality first, reputation first"" , and the business philosophy of ""people-oriented, scientific and technological innovation, integrity and win-win cooperation"".","Distributor, Government, Export Agent, Import Agent, Department Store, Shopping Mall, Exporter, Wholesaler, Buying Office, Professional Association, Buying Cooperative, Retailer, Importer","Bakeware,Kitchen Knife,Cutlery Set,Table Knife,Measuring Cup,Tableware,Barware Set,Corkscrew,Wine Rack,Tea Set",Hunting knifepocket knife diving knife;non stick kitchen knife; kitchen knife;dinner knife;Scissors;kitchen scissors;office scissors; craft scissors;pinking scissors;drape scissors;multifunction,"ODM, OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangjiang-Yangdong-Wellier-Industry-Trade-Co-Ltd/1S00P0JZK,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LHMP,,,,,,,,,,,,,,,
"Yongkang Beiv Housewares Co., Ltd",Chinese Mainland,,Manufacturer,"Mug,Tea Pot",STAINLESS STEEL CUPS AND BOTTLES,"OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Beiv-Houewares-Co-Ltd/1S00P0EI4,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LBXY,,,,,,,,,,,,,,,
Yongkang Benyang Hotel Supplies Co Ltd,Chinese Mainland,,Manufacturer,Kitchen Utensil,Arcylic tableware,"OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Benyang-Hotel-Supplies-Co-Ltd/1S00P0EGA,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LBQJ,,,,,,,,,,,,,,,
"Yongkang City Manxingero Industry & Trade Co., Ltd.",Chinese Mainland,,Manufacturer,Cookware,Aluminiium non-stick cookware,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-City-Manxingero-Industry-Trade-Co-Ltd-/1S00P0ERD,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LC9X,,,,,,,,,,,,,,,
"Yongkang Jiabin Industry & Trade Co., Ltd.",Chinese Mainland,,Manufacturer,Grill Pan,Water bottles,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 Home InStyle 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Jiabin-Industry-Trade-Co-Ltd/1S00OO2Y4,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LBPM,,,,,,,,,,,,,,,
Yongkang Jianyang Metals Company Limited,Chinese Mainland,,Manufacturer,Coffee Set,Coffee mug,"OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Jianyang-Metals-Company-Limited/1S00P0EFD,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LBLY,,,,,,,,,,,,,,,
"Yongkang Shanshanqian Industry & Trade Co., Ltd",Chinese Mainland,,Manufacturer,"Thermal Flask, Thermal Mug",Thermos cup,OEM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2026 Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Shanshanqian-Indusrty-Trade-Co-Ltd/1S00P02Y4,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005KVN8,,,,,,,,,,,,,,,
Zhejiang Baohui Kitchenware Company Limited,Chinese Mainland,,Manufacturer,"Saucepan,Coffee Pot,Coffee Set,Food Steamer","coffeemaker, pan, induction plate","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHEJIANG-BAOHUI-KITCHENWARE-COMPANY-LIMITED/1S00OZJLQ,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005K45H,,,,,,,,,,,,,,,
"Zhejiang Jingbang Industry And Trade Co., Ltd",Chinese Mainland,,Manufacturer,Thermal Mug,Cup,"OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Jingbang-Industry-And-Trade-Co-Ltd/1S00P0EJ1,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LBYV,,,,,,,,,,,,,,,
"Zhejiang Vicky Household Co., Ltd.",Chinese Mainland,,Manufacturer,Thermal Mug,"Zhejiang Vicky Household Co.,Ltd is a professional manufacturer and exporter of kitchen household goods with customers all over Europe,America,Southeast Asia,Japan,South Korea and other countries. Support OEM,ODM, products can pass lfgb,lga etc..","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Vicky-Household-Co-Ltd-/1S00P0K0G,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LHOJ,,,,,,,,,,,,,,,
"Zhejiang Xianju J.C.A Crafts Co., Ltd.",Chinese Mainland,,Exporter,Knitting Crafts,Home Decoration,"OBM, OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 Home InStyle 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Xianju-J-C-A-Crafts-Co-Ltd/1S00ONHRA,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005KDH8,,,,,,,,,,,,,,,
"Zhejiang Yaxing Imp & Exp Co., Ltd.",Chinese Mainland,,Manufacturer,Plastic Crafts,Plastic handicrafts,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHEJIAN-YAXING-IMP-EXP-CO-LTD/1S00OZJJW,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005K43N,,,,,,,,,,,,,,,
"Zhejiang Yesheng Polymer Technology Co., Ltd",Chinese Mainland,,"Shopping Mall, Statutory Body, Distributor, Buying Cooperative, Trade/Industrial Organisation, Chain Store","Functional Fabric,Slippers,Cushions",Insole,OEM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 Home InStyle 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Yesheng-Polymer-Technology-Co-Ltd/1S00OO679,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005KCQI,,,,,,,,,,,,,,,
"Zhejiang Zheda Hardware Co., Ltd.",Chinese Mainland,,Manufacturer,Kitchen Utensil,"Thermometer, timer",ODM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2026 Home InStyle 2025 Home InStyle 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHEJIANG-ZHEDA-HARDWARE-CO-LTD/1S00O6VP2,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005GRP6,,,,,,,,,,,,,,,
"Zibo Highsoon International Trading Co., Ltd.",Chinese Mainland,,"Buying Office, Buying Cooperative, Department Store, Import Agent, Distributor","Cookware,Cutlery Set,Kitchen Utensil,Cup,Mug,Cup & Plate Set,Mixing Bowl,Cup Cover,Bar Accessories,Barware Set",Mug,"OBM, OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zibo-Highsoon-International-Trading-Co-Ltd-/1S00OBUAC,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005H3K9,,,,,,,,,,,,,,,
"Zibo Lucky Ship International Trading Co., Ltd",Chinese Mainland,"Zibo Jihang Trading Co., Ltd. is a joint venture enterprise specializing in the export of glassware, as well as a company Having processing and production capabilities as well as independent export rights. The company has a group of high-quality professional technical designers dedicated to research and development. The company has an experienced, energetic, and innovative young team and a group of professional personnel, constantly improving the after-sales service system. The company has partners from different sources in various regions of China, and has a comprehensive market development and after-sales service management plan. High product quality and fast service. The main products include glass storage jars, vases, glass bottles, oil bottles, household items, etc., as well as light bottles, spray bottles, decorative flasks, electroplated bottles, etc. The company's products are exported to Europe and America, with an annual sales revenue of 3 million US dollars. With a strong professional R&D team and advanced service philosophy, the company never gives up on innovation. All of these have given our company a high reputation and market share. At the same time, we will adhere to the principle of ""Prime Minister's reputation, customer first"" as in the past, always adhering to",Exporter,"Thermal Flask,Thermal Mug,Vacuum Flask,Measuring Cup,Cup",GLASS BOTTLE,Others,"JH,YF",,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 Home InStyle 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zibo-Lucky-Ship-International-Trading-Co-Ltd/1S00ONHQD,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MNXM,,,,,,,,,,,,,,,
