company name,location,Booth: 1E-C02   |   Hall of Fame - Digital Entertainment   |   ,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,Certificates,,Other Certificates,supplier_url,exhibitor_url,Booth: 1A-C09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1CON-020   |   Hall of Fame - Power & Accessories   |   ,Booth: 3B-C02   |   Personal Electronics   |   ,Booth: 1A-D10   |   Hall of Fame - Home Tech   |   ,Booth: 1D-A19   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-B13   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-C02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-C10   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F09   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-A13   |   Hall of Fame - Home Tech   |   ,Booth: 1D-A21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-014   |   RISE Avenue   |   ,Booth: 1B-D08   |   Hall of Fame - Gadgets World   |   ,Booth: 3C-A02   |   Personal Electronics   |   ,Booth: 1CON-017   |   RISE Avenue   |   ,Booth: 1D-B14   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-003   |   RISE Avenue   |   ,Booth: 1C-C02   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B02   |   Hall of Fame - Power & Accessories   |   ,Booth: 3D-D24   |   Audio Visual Products   |   ,Booth: 1CON-025   |   Hall of Fame - Home Tech   |   ,Booth: 1CON-022   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A04   |   Hall of Fame - Gadgets World   |   ,Booth: 1E-E08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D04   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-D06   |   Hall of Fame - Home Tech   |   ,Booth: 1A-B18   |   Hall of Fame - Power & Accessories   |   ,Booth: 1C-D20   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-E21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-A02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-A08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-A10   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-D05   |   Hall of Fame - Power & Accessories   |   ,Booth: 1B-E07   |   Hall of Fame - Gadgets World   |   ,Booth: 1D-D21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A26   |   Hall of Fame - Gadgets World   |   ,Booth: 1B-B08   |   Hall of Fame - Home Tech   |   ,Booth: 1A-C22   |   Hall of Fame - Power & Accessories   |   ,Booth: 1B-E25   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-C09   |   Hall of Fame - Gadgets World   |   ,Booth: 3D-B17   |   Audio Visual Products   |   ,Booth: 1C-D18   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D17   |   Hall of Fame - Home Tech   |   ,Booth: 3B-B01   |   Security Products   |   ,Booth: 1C-A09   |   Hall of Fame - Gadgets World   |   ,Booth: 3E-B12   |   Audio Visual Products   |   ,Booth: 1E-D23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-E21   |   Hall of Fame - Home Tech   |   ,Booth: 1B-C24   |   Hall of Fame - Home Tech   |   ,Booth: 3F-G28   |   Home Appliances   |   ,Booth: 1A-A09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1E-E23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 3G-A32   |   Home Appliances   |   ,Booth: CH-K04   |   Tech Hall   |   ,Booth: 3F-G04   |   Home Appliances   |   ,Booth: 3D-E13   |   Audio Visual Products   |   ,Booth: 3G-B27   |   Home Appliances   |   ,Booth: 3F-D03   |   Beauty & Healthcare Electronics   |   ,Booth: 3C-A28   |   Personal Electronics   |   ,Booth: 3D-B06   |   Audio Visual Products   |   ,Booth: 3C-A12   |   Personal Electronics   |   ,Booth: 3D-B01   |   Automotive & In-Vehicle Electronics   |   ,Booth: 3C-C27   |   Personal Electronics   |   ,Booth: 3B-C07   |   Personal Electronics   |   ,Booth: 3D-C23   |   Audio Visual Products   |   ,Booth: 3G-B03   |   Home Appliances   |   ,Booth: 3B-B05   |   Security Products   |   ,Booth: 3C-B20   |   Telecommunications Products   |   ,Booth: 5C-D24   |   Electronic Accessories and Mobile Electronics   |   ,Booth: GH-D14   |   Future Industries Zone   |   ,Booth: 3G-B15   |   Home Appliances   |   ,Booth: 3F-D16   |   Beauty & Healthcare Electronics   |   ,Booth: 3E-B05   |   Audio Visual Products   |   ,Booth: 3B-C26   |   Personal Electronics   |   ,Booth: 5C-C21   |   Group Pavilion   |   Taiwan Pavilion,Booth: 5C-D19   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3B-B19   |   Security Products   |   ,Booth: 5C-E18   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3G-A18   |   Home Appliances   |   ,Booth: 3F-F19   |   Home Appliances   |   ,Booth: 3B-C16   |   Personal Electronics   |   ,Booth: 3E-A07   |   Audio Visual Products   |   ,Booth: 3D-C08   |   Audio Visual Products   |   ,Booth: 3G-B18   |   Home Appliances   |   ,Booth: 3G-D02   |   Home Appliances   |   ,Booth: 3G-C34   |   Connected Home   |   ,Booth: 5C-B06   |   Group Pavilion   |   Taiwan Pavilion,Booth: 3G-D08   |   Home Appliances   |   ,Booth: 3E-E22   |   Audio Visual Products   |   ,Booth: 3G-A17   |   Home Appliances   |   ,Booth: 3F-C17   |   Beauty & Healthcare Electronics   |   ,Booth: 3G-A16   |   Home Appliances   |   ,Booth: 5C-F17   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3C-E16   |   Automotive & In-Vehicle Electronics   |   ,Booth: 5C-D22   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3F-C07   |   Beauty & Healthcare Electronics   |   ,Booth: 5C-D06   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3F-F23   |   Pet Electronics   |   ,Booth: 3G-C06   |   Group Pavilion   |   
"Ningbo Jiali Optoelectronic Co., Ltd.",Chinese Mainland,,,Manufacturer,,"Magnifying Glass Lamp, Work Lights",OEM,,,Exhibited in HKTDC Event(s) in recent years Hong Kong International Lighting Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) Show More,,,ISO9001 Issued By - Type ISO_9001 Valid Date (N/A) - (N/A),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Jiali-Optoelectronic-Co-Ltd/1X04ABAT,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064R7O?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Heshunyuan Industrial Co., Ltd.",Chinese Mainland,,,Manufacturer,"Compact Disc Player, Audio Speaker, Turntable",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Heshunyuan-Industrial-Co-Ltd-/1X09YGTV,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00666NX?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Jermei Medical Device Technology Co., Ltd.",Chinese Mainland,,,"Department Store, Buying Office, Import Agent, Importer, Distributor","Electronic Blood Pressure Monitor, Body Temperature Thermometer, Blood Glucose Monitor, Electronic Blood Pressure Monitor, Body Temperature Thermometer, Blood Glucose Monitor, Electronic Blood Pressure Monitor, Body Temperature Thermometer, Blood Glucose Monitor",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-JERMEI-MEDICAL-DEVICE-TECHNOLOGY-CO-LTD/1X0AU8JT,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00686HF?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenzhen LX Electronics Co Limited,Chinese Mainland,,,"Exporter, Distributor","Earphone, Wireless HDMI Device, Earphone, Wireless HDMI Device",headset,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-LX-Electronics-Company-Limited/1S00O5NUV,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064KQA?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenzhen Xinlingnan Electronic Technology Company Limited,Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Xinlingnan-Electronic-Technology-Co-Ltd/1S00NKN41,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064LR6?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiamen Wellness Technology Co., Ltd.",Chinese Mainland,,,"Exporter, Manufacturer","Massager, Massager, Massager",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Wellness-Technology-Co-Ltd/1X00FXSH,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064NDA?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhuhai Ecare Electronic Technology Co Ltd,Chinese Mainland,,,"Exporter, Manufacturer","Electric Coffee Maker, Electric Coffee Maker",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHUHAI-ECARE-ELECTRONIC-TECHNOLOGY-CO-LTD/1X09FEVZ,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067LR6?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Betrue Technology Co., Ltd",Hong Kong    |    Factory in:  Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Betrue-Technology-Co-Ltd/1X04TLLO,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S006193I?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCE Technology Limited,Hong Kong,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GCE-Technology-Limited/1S00OR3Z0,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00628OS?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harmony Development Ltd,Hong Kong,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Harmony-Development-Ltd/1X05W8KS,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0062DNQ?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Porters Enterprise Co., Limited",Hong Kong,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Porters-Enterprise-Co-Limited/1X00DALL,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0061UB9?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Store Display (H.K.) Limited,Hong Kong,,,Manufacturer,"Interactive Display, Business Apps, Smart Watch",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Store-Display-HK-Ltd/1X044SH7,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0063YN5?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timsen Development Limited,Hong Kong    |    Factory in:  Chinese Mainland,,"Timsen Development Limited focuses on developing Audio & Video electronics products for customer worldwide. We have been manufacturing electronics for major OEMs Europe and the US markets since 1995. Our 30 R&D engineers release around 100 new models every years. We have 120QC staffs overseeing all processes, from inspecting incoming materials to packing. Our 20,000-squaremeter factory and 10 production lines with 500 workers produce 600,000 radios. 50.000 wooden music centers and 100.000 MP3 players monthly.","Exporter, Manufacturer","AM / FM Radio, Audio Speaker, Speaker, MP3 Player, Turntable, Cassette Player","Professional Turntable, Wooden Music Player, USB Turntable, Retro Radio, CD Recorder, Turntable with USB/SD Card, Turntable with PC Encoding , Bluetooth Speaker with QI Charging","ODM, OEM",TIMSEN,www.timsenaudio.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair 2020 (Autumn Edition) Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Timsen-Development-Limited/1X0AVLQJ,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0061UD3?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wai Hang Electronic Co., Ltd.",Hong Kong    |    Factory in:  Chinese Mainland,,"Wai Hang Electronic Co., Ltd. was founded in 1978; we have specialized in electronics products, serving OEM clients worldwide. Our quality-oriented manufacturing is what keeps our customers coming back to us. All our products made using components that meet RoHS & REACH regulations. We also uphold strict QC standards to produce UL and CE certified products at our 12,000 square meter factory.We are a BSCI audited factory.","Exporter, Manufacturer","Digital Audio System, AM / FM Radio",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wai-Hang-Electronic-Co-Ltd/1X0031X0,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0062BEJ?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dongguan Buys Electronic Co., Ltd.",Chinese Mainland    |    Factory in:  Chinese Mainland,,,Manufacturer,"Home Theater, Audio Speaker, Speaker, Hi-Fi Equipment, Subwoofer, Loudspeaker",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Buys-Electronic-Co-Ltd-/1X0AHBOF,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S006386A?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dongguan Shenhe Technology Co., Ltd.",Chinese Mainland,,"Shenhe Tech Co.,Ltd. was founded in 2020, located in Dongguan of China. It's an intelligent small home appliance source factory integrating R&D, manufacturing, sales and service. Main products: vacuum cleaners, robot vacuums, mattress vacuums, hair dryers, etc. It covers an area of approximately 8800 square meters. We have 12 semi-automatic production lines with a daily output of 6,000 units, and annual capacity of 1.5 million units. We provide OEM/ODM, customization on color, configuration and packaging. Certified with ISO9001, CE, ROHS, FCC etc, we offer strict quality control and on-time delivery. It has established long-term and stable cooperative relationships with well-known domestic brands such as Skyworth and Konka Group etc. Sincerely looking forward to cooperating with you for mutual benefits and win-win results.","Exporter, Wholesaler, Manufacturer","Hair Dryer, Steam Cleaner, Vacuum Cleaner, Hair Dryer, Steam Cleaner, Vacuum Cleaner, Hair Dryer, Steam Cleaner, Vacuum Cleaner, Hair Dryer, Steam Cleaner, Vacuum Cleaner, Hair Dryer, Steam Cleaner, Vacuum Cleaner",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Shenhe-Technology-Co-Ltd-/1S00PC37C,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064J52?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elka International Ltd.,Taiwan    |    Factory in:  Malaysia,,"Elka International Ltd. is embracing its 48th anniversary. Since its establishment in 1974, Elka has sustained operations through the variances in the market and maintains a solid discipline even with internal and external changes. Regardless of the challenges, Elka has maintained great support from our customers and managed our suppliers to maintain our growth. It is the dedication to our customers, and trust in our suppliers that have allowed Elka to prosper through difficult times and good times. Over the past decades, Elka has continually invested in the development of new products and technologies, laying a solid foundation for the connection technology that is the backbone of our wires and connector products. Elka has provided our customers with state-of-the-art solutions that have made it the favorite supplier and partner for many world-renowned brands. In addition, Elka has made significant achievements in the field of industrial wires; including video systems, projectors, home automation systems, monitoring systems, and airport ground systems. These achievements have provided a good foundation that enables us to be prepared to face future challenges.","Manufacturer, Exporter","HDMI Cable, Tablet & Accessory, Battery Charger, Tablet Case, Electrical Socket, Power Bank, HDMI Cable, Tablet & Accessory, Battery Charger, Tablet Case, Electrical Socket, Power Bank, HDMI Cable, Tablet & Accessory, Battery Charger, Tablet Case, Electrical Socket, Power Bank, HDMI Cable, Tablet & Accessory, Battery Charger, Tablet Case, Electrical Socket, Power Bank, HDMI Cable, Tablet & Accessory, Battery Charger, Tablet Case, Electrical Socket, Power Bank, HDMI Cable, Tablet & Accessory, Battery Charger, Tablet Case, Electrical Socket, Power Bank","Established in 1974, Elka is one of the world's leading cable manufacturers specializing in audio, video, communication and electronic cable assembly and wire harnesses for automotive, medical and industrial equipment.","ODM, OEM","ELKA,ELKA INTERNATIONAL LTD.,ELKA INTERNATIONAL LTD.",www.elka.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2021 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2020 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2018 Show More,,,HDMI Adopter Certificate Issued By - Type - Valid Date (N/A) - (N/A) Confirmation of HDMI ATC TESTING Issued By - Type - Valid Date (N/A) - (N/A) Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Elka-International-Ltd-/1X00PWB1,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067AXZ?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Zhenjia Electric Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Zhenjia-Electric-Co-Ltd-/1X06UKRL,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064LUX?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quanzhou Outdo Trading Co Ltd,Chinese Mainland,,,"Manufacturer, Exporter","Battery, Car Battery, Battery, Car Battery, Battery, Car Battery",battery,"OBM, ODM, OEM, Others",,OUTDO,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/QUANZHOU-OUTDO-TRADING-CO-LTD/1S00PDBOP,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064NG1?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNIWILL Technology Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/UNIWILL-Technology-Co-Ltd-/1S00OXRHU,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067DON?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhejiang Sojoy Auto Accessories Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHEJIANG-SOJOY-AUTO-ACCESSORIES-CO-LTD/1S00P48NV,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064LYL?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongshan Lianchang Co Ltd,Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Lianchang-Co-Ltd-/1S00PEONF,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067I2C?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&A Product Manufacturing Limited,Hong Kong    |    Factory in:  Chinese Mainland,,"We are a Hong Kong-based manufacturer of high-precision breathalyzers, alcohol testers, fuel cell alcohol testers, BAIIDs (Breath Alcohol Ignition Interlock Devices), and alcohol interlock systems and fuel cell alcohol testers for DUI/DWI prevention and alcohol screening. With our production base in Dongguan, China, we specialize in the in-house design and manufacturing of reliable, high-quality alcohol breathalyzers. Since launching our FiT brand in 2003, we have expanded our product range to include over 30 different models, offering advanced alcohol detection technology for both personal and professional applications.","Manufacturer, Buying Cooperative, Importer, Wholesaler, Retailer, Distributor","Alcohol Breathalyzer, Alcohol Breathalyzer, Alcohol Breathalyzer, Alcohol Breathalyzer","High-precision Breathalyzers, Alcohol testers, Fuel Cell Alcohol Testers, BAIIDs (Breath Alcohol Ignition Interlock Devices), and Alcohol Interlock Systems for DUI/DWI prevention and alcohol screening.","OBM, ODM, OEM",,www.aap.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair 2021 (Autumn Edition) HKTDC Hong Kong International Medical and Healthcare Fair 2021 HKTDC International Sourcing Show 2021,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/A-A-PRODUCT-MANUFACTURING-LIMITED/1X09SX45,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00648V7?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cinotex Industrial Co., Ltd.",Hong Kong,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cinotex-Industrial-Co-Ltd-/1X0A5OPB,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00648W4?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duracom Corporation (H.K.) Limited,Hong Kong,,"Duracom is a customer orientated manufacturer and professional procurement group for advanced technology appliances and components. Founded in 1980, Duracom has established a reputation in OEM/ODM projects for quality and customer service. Our close partnership with the customers provides innovative design, high quality, cost effective product development, quick response procurement services, advance manufacturing techniques, highest standard quality control and innovative engineering solutions.","Manufacturer, Buying Office","Food Processor, Air Conditioner, Air Purifier, Dryer, Electric Fan, Electric Mixer, Heater, Dehumidifier",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Duracom-Corporation-HK-Ltd/1X04P7KV,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0063SIQ?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
