company name,location,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,HKTDC Events,Certificates,Verified Certificates,supplier_url,exhibitor_url,Company Background,Company Website,Other Certificates,Booth: 1B-F05   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-D12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-C02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-B19   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-004   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-E08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1E-C09   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-E23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-E21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A24   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-F11   |   Hall of Fame - Home Tech   |   ,Booth: 1D-B12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-B02   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-F14   |   Hall of Fame - Home Tech   |   ,Booth: 1C-A02   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-C06   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-E06   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-E25   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-B21   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1C-D25   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-B20   |   Hall of Fame - Gadgets World   |   ,Booth: 1D-A12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D05   |   Hall of Fame - Gadgets World   |   ,Booth: 1E-C22   |   Hall of Fame - Digital Entertainment   |   ,Booth: 5B-D04   |   Personal Electronics   |   ,Booth: 5C-B01   |   Personal Electronics   |   ,Booth: 1D-A22   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-E07   |   Hall of Fame - Gadgets World   |   ,Booth: 1B-B18   |   Hall of Fame - Home Tech   |   ,Booth: 3G-B35   |   Home Appliances   |   ,Booth: 1A-B04   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-B25   |   Hall of Fame - Power & Accessories   |   ,Booth: 1E-E26   |   Hall of Fame - Digital Entertainment   |   ,Booth: 5E-A26   |   Health Tech & Fitness   |   ,Booth: 5G-D12   |   Electronic Manufacturing Services (EMS)   |   ,Booth: 5B-D16   |   Personal Electronics   |   ,Booth: 5G-D01   |   Audio Visual Products   |   ,Booth: 3G-B37   |   Home Appliances   |   ,Booth: 3G-C30   |   Home Appliances   |   ,Booth: 5B-E07   |   Personal Electronics   |   ,Booth: 3F-C30   |   Electronic Accessories   |   ,Booth: 5F-G23   |   Audio Visual Products   |   ,Booth: 5B-F29   |   Personal Electronics   |   ,Booth: 3F-F16   |   Home Appliances   |   ,Booth: 3F-F32   |   Home Appliances   |   ,Booth: 3G-D25   |   Home Appliances   |   ,Booth: 3G-D05   |   Home Appliances   |   ,Booth: 3F-E03   |   Electronic Accessories   |   ,Booth: 3F-F35   |   Electronic Accessories   |   ,Booth: 5C-F05   |   Automotive & In-Vehicle Electronics   |   ,Booth: 5E-G09   |   Energy Storage & E-mobility   |   ,Booth: 3F-F43   |   Electronic Accessories   |   ,Booth: 3G-A15   |   Home Appliances   |   ,Booth: 3G-C11   |   Home Appliances   |   ,Booth: 5E-E02   |   Energy Storage & E-mobility   |   
Bonsen Electronics Limited,Chinese Mainland,,Manufacturer,"Electric Mixer, Electric Coffee Maker",paper shredder/laminator/laminator pouches/Vacuum sealer/Hand blender,"ODM, OBM",Bonsaii,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Spring Edition) 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2018 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2017,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bonsen-Electronics-Limited/1X0A6UKY,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005W7K5,"Bonsen Electronics Limited was established in Mar. 2005, and has been becoming the biggest manufacturer of Paper shredders. We have been also producing Laminators, Laminator pouches, Electric pencil sharpeners. Bonsen is qualified supplier for our customers worldwide including 3M, Amazon, Sam's club, Staples, Office Depot, Walmart, Aldi, Lidl and so on. Our business has been developing and growing continuously due to superior quality, stylish design, innovative and competitive products. Bonsen factory is located at Houjie Town, Dongguan City, covering an area of 90000m2, which is Bonsen headquarters, R?D and sales center location. Also, we have factories in Haiphong, Vietnam and Beiliu, Guangxi City. One mainly produces Paper shredder, laminator and hardware products, one is responsible for the production of motor and hardware accessories. We have about 1,500 skilled employees, 56 injection moulding machines in our own injection and painting workshop, and 32 production lines for PCB assembly. We are able to produce and deliver 6 million pieces of high quality products every year.",www.bonsenglobal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foshan Shunde Deco Electric Appliance Co., Ltd.",Chinese Mainland,,Manufacturer,"Halogen Cooking Pot, Dehumidifier, Induction Cooker",dehumidifier,"ODM, Others, OEM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2018 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2017 HKTDC Hong Kong Electronics Fair (Spring Edition) 2017 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2016,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Shunde-Deco-Electric-Appliance-Co-Ltd/1X09RO9R,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005UFYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujian Jibang Electronic Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","Digital Photo Frame, Electronic Timer, Digital Watch, Digital Clock, Calculator",clock,"OEM, ODM, Others, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Watch & Clock Fair 2023 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Jibang-Electronic-Co-Ltd/1X00ALGT,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XFBO,,,ISO9001 Issued By - Type - Valid Date (N/A) - (N/A) BSCI Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujian Virtue Industry Co., Ltd.",Chinese Mainland,,"Exporter, Wholesaler",Electronic Timer,"digital clocks, night light, wall clocks","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Virtue-Industry-Co-Ltd-/1S00O4KPD,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005UG1H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fuzhou Ewetime Electronic Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Digital Clock, Electronic Gadget, Electronic Timer, Calculator, Weather Station, Digital Photo Frame, Digital Watch","weather station,digital thermometer, wall clock,digital clock,projection clock,timer,CO2 device,rain gauge,BBQ thermometer","OEM, OBM, ODM, Others",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fuzhou-Ewetime-Electronic-Co-Ltd/1X09GAAW,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005UFZO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Polinata Electronics Co., Ltd.",Chinese Mainland,,Buying Office,Hi-Fi Equipment,Consumer Spearker; Professional Speaker; Soundbar; Speaker Unit; Stand;,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Polinata-Electronics-Co-Ltd/1X00EYCU,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XP18,,www.speaker-ho.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Zhongdi Industry & Trade Co., Ltd.",Chinese Mainland,,"Wholesaler, Manufacturer","Electrical Wire & Cable, Connector","We Ningbo Zhongdi Industry & Trade Co., Ltd. is a professional manufacturer of Soldering Irons, Temperature controllable soldering stations ,desoldering pump, glue guns , magnifying lamps , electric tool kits etc .","OBM, OEM","ZD,Zhongdi",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Zhongdi-Industry-Trade-Co-Ltd/1X044VGZ,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005W23P,"We, Ningbo Zhongdi Industry & Trade Co., Ltd, are a professional & reliable manufacturer of Temperature Controlled Soldering Station & Magnifying Lamp & Soldering iron & Glue Gun & Hot Air Gun & Repair Working Station & Tool Kits and other Electronics tools since 1994. Most of our products have got certificates of GS, CE and Rohs. For more information, please visit our website: http://www.china-zhongdi.com.",www.china-zhongdi.com,CE MARKING Issued By - Type - Valid Date (N/A) - (N/A) RoHS Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenzhen Minew Technologies Co Ltd,Chinese Mainland,,"Wholesaler, Others, Manufacturer","Interactive Display, Internet of Things, Sensor & Detector, Electronic Manufacturing Services, Alarm, Point of Sales (POS) Equipment & Technology","Electronic Shelf Labels,LCD Electronic Shelf Labels,Intelligent electronic waybill,IoT Gateway ,Bluetooth Sensor,Warehouse Warning Light","ODM, Others, OEM","Minew,Minewtag",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-MINEW-TECHNOLOGIES-CO-LTD-/1S00OSPE5,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005V9OR,"Minew, a leading one-stop Electronic Shelf Label (ESL) solutions provider listed on the Beijing Stock Exchange in 2022, delivers end-to-end digital labeling systems for global businesses. Trusted by Fortune 500 companies such as Huawei, Alibaba, Siemens, and Cisco, our solutions serve diverse sectors including warehousing, retail, healthcare, and office environments. Committed to bridging the physical and digital worlds, we provide tailored solutions designed to meet evolving industry needs. Through our high-quality ESL products(available in multiple sizes and equipped with distinctive features),we empower clients to enhance operational efficiency and achieve superior user experiences.",www.minewtag.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhangzhou Huawei Power Supply Technology Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter",Battery,"OUTDO BATTERY products are widely used in the motorcycle starting, energy storage, UPS, vehicles and other fields, which even cover more than 100 countries and regions in the world","OBM, ODM, Others, OEM",OUTDO,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhangzhou-Huawei-Power-Supply-Technology-Co-Ltd/1X09E9AZ,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005USHT,,www.huawei-battery.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhejiang Anda Electric Co., Ltd.",Chinese Mainland,,Others,"Electric Kettle, Rice Cooker","Shaving a beard, Nose shaver","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2022 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2013 (Spring Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Anda-Electric-Co-Ltd-/1X009DLC,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005YMVT,,,"AD-201,CE certificate Issued By - Type - Valid Date (N/A) - (N/A) AD-811,GS certificate Issued By - Type - Valid Date (N/A) - (N/A) Show More",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhejiang Zhaolong Interconnect Technoloy Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,"Manufacturer, Retailer, Wholesaler, Exporter","Fiber Optic Equipment, Electrical Wire & Cable, Connector","OEM&ODM service and one-stop purchasing for copper and optical cabling systems, products include copper cable(cat5e,cat6,cat6A,cat7,cat7A,cat8), high-speed cables, industry cable, optical cable, keystone jacks and related assemblies.","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair 2022 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Zhaolong-Interconnect-Technology-Co-Ltd/1S00O4M35,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005Z73K,"Established in 1993, Zhaolong owns industry-leading technology research and development laboratories, and has a full range of special laboratories for physical and mechanical properties, transmission performance, environmental resistance tests, material tests, and integrated application of combustion experiment systems, which provide a strong guarantee for product design and manufacturing. Zhaolong's laboratory has been recognized SATELLITETM laboratory by Intertek, obtained ISO 9001, ISO 14001 and OHSAS 18001 certifications. Its products have passed other certifications, which are certified by TLC, UL, ETL, FORCE, such as CE, CPR. And products have passed the RoHS, REACH test. Focus on transmission and connection of the last 100 meters.",www.zhaolong.com.cn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aosion International (Shenzhen) Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,"Mail Order Co., Importer, Shopping Mall, Distributor, Department Store, Buying Cooperative, Retailer, Buying Office, Import Agent, Wholesaler, Chain Store",Electronic Pest Repeller,"Electronic pest control products: Mole repeller, animal repeller, insect repeller, insect zapper, mouse/mice/rat zapper etc. Professional manufacture specialized on ODM projects.","ODM, OBM, OEM",AOSION,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Aosion-International-Shenzhen-Co-Ltd-/1X0A648G,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005V9NU,"Aosion International (Shenzhen) Co., Ltd. has devoted to the research and marketing of various kinds of Eco-friendly pest control products since the year of 2007. We got self-management import and export license and our own trademark-Aosion for many years. We have got many professional talents. All hardware, software, and circuit of our products are completely researched and developed by ourselves and our products and designs have got dozens of national patents as well.",www.aosion.com,多功能灭鼠器 Issued By - Type - Valid Date (N/A) - (N/A) 多功能害虫驱赶器AN-B019 Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB (Xiamen) Industrial Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer",Electrical Wire & Cable,Our key product: Electrical wire Flexible cord Automotive wire High temperature wire,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Spring Edition) 2019,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cb-xiamen-Industrial-Co-Ltd-/1X0B3I1H,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005USIQ,"CB (XIAMEN) INDUSTRIAL CO., LTD. has been in wire cable manufacturing industry since 2009, sticking to provide quality cable to customers worldwide. Our factory is ISO9001:2015 certificated, have the UL, VDE, CE, PSE certification, the SGS test report, material compliant with ROHS and REACH. The annual production ability is 300,000km. Our products are exported to North America, Europe, South America, Oceania, Asia, and domestic market.",www.bortcable.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Changzhou Ocean Electronic Co., Ltd.",Chinese Mainland,,Manufacturer,Car Amplifiers,"We are CHANGZHOU OCEAN ELECTRONIC COMPANY, which combined by three main factories, we specilized in producing cables(RCA cable, HDMI cable and amplifier wiring kit.), speakers( car speaker and subwoofer), and connectors. Our main market is Mid East,",OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair 2022 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chang-Zhou-Ocean-Electronic-Co-Ltd/1X06ICAQ,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005WMLN,"We are CHANGZHOU OCEAN ELECTRONIC COMPANY, which combined by three main factories, we specilized in producing cables(RCA cable, HDMI cable and amplifier wiring kit.), speakers( car speaker and subwoofer), and connectors. Our main market is Mid East, South American and American.",www.ocean-caraudio.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Changzhou Shangyou Lianyi Electronics Co., Ltd.",Chinese Mainland,,"Distributor, Buying Cooperative, Buying Office","Portable Solar Charger, Solar Photovoltaic Component, Solar Cell, Solar Charger, Solar Rechargeable Power Bank","Portable solar power supplier, offer energy solution for outdoor using, such as camping, climbing, RV, marine.","OEM, ODM","SUNYO SOLAR,SUNYOOO SOLAR",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 electronicAsia 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 electronicAsia 2024 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 electronicAsia 2023 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changzhou-Shangyou-Lianyi-Electronics-Ltd-/1X06TYUC,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XKYM,"Changzhou Shangyou Lianyi Electronic Co.,Ltd was founded in 2007, located in No 102, DongDu west road, Luoyang Town, Wujin District, Changzhou, Jiangsu, P.R.China. It has more than 100 employees and engineers and a factory space of 15000 square meters. SUNYOOO SOLAR is the the world's leading supplier of solar panels and solar lighting system. We manufacture high quality, state of the art off-grid solar panels ranging from 0.5W - 385W (6V, 12V and 24V respectively) . Our modules are manufactured with the highest quality standards and high- efficiency cells. The newest addition to our line are panels from PERC technology that can generate over 18% cell efficiency.",www.sunyooo.com,"CE,ISO,ROHS. Issued By - Type - Valid Date (N/A) - (N/A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chongqing Zorro Alert Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,Alarm,"Smoke Detector, Gas Alarm, Carbon Monoxide Alarm, Carbon Dioxide Alarm, Air Quality Monitor, solenoid valve, magnet sheet","ODM, OEM",Zorro Alert,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Zorro-Alert-Technology-Co-Ltd-/1S00OHT21,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005T6PR,"Chongqing Zorro Alert Technology Co,Ltd founded in 2014 is specialized in R&D, manufacturing, sales and service. Our technical center and production base are located in Jieshi Town, Banan District, Chongqing City, with an area of about 30,000 square meters. We have branches and offices in both China and Europe for providing our valuable clients fast and high-quality services. Zorro Alert's main products include smoke alarms, gas alarms, carbon monoxide alarms, carbon dioxide detectors, and temperature and humidity detectors, as well as Internet of Things(loT) products such as smart homes.Our company has invested a lot of money in staff training , products research and development.Our RD team has been insisting on independent development and production and we have developed a number of products based on Zigbee, Wi-Fi, RF, Bluetooth, etc. which has gained domestic and foreign technical patents . Zorro Alert has passed ISO9001:2008 quality management system and BSCI certification. Its products have gained EN14604, EN50291, CE, REACH, ROHS, CCCF and many other domestic and foreign certifications. Our company has introduced multiple sets of testing equipments which are advanced in the world and taken the lead in the industry.",www.zorroalert.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
