company name,location,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,HKTDC Events,supplier_url,exhibitor_url,Company Background,Brand Name,"Booth: 5C-C02, 5B-S011   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Certificates,Verified Certificates,Other Certificates,Company Website,"Booth: 5B-S015, 1B-C06   |   Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase, Deluxe Gift Ideas   |   ",Booth: 5B-B07   |   Corporate Gifts   |   ,Booth: 1E-F31   |   The Hong Kong Exporters' Association Pavilion - Isle of Originality   |   ,Booth: 5C-C02   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK,Booth: 5B-C17   |   Advertising Premium   |   ,Booth: 1D-C03   |   Hall of Fine Designs   |   ,Booth: 1C-D03   |   Hall of Fine Designs   |   ,Booth: 1C-E13   |   Hall of Fine Designs   |   ,Booth: 1B-C01   |   Deluxe Gift Ideas   |   ,"Booth: 1A-F41, 5B-S007   |   Deluxe Gift Ideas, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Booth: 1B-D23   |   Deluxe Gift Ideas   |   ,Booth: 1B-A24   |   Deluxe Gift Ideas   |   ,Booth: 1B-G23   |   Deluxe Gift Ideas   |   ,Booth: 1C-F34   |   Deluxe Gift Ideas   |   ,Booth: 1B-F10   |   Deluxe Gift Ideas   |   ,Booth: 1C-A24   |   Deluxe Gift Ideas   |   ,Booth: 1C-A01   |   Deluxe Gift Ideas   |   ,Booth: 1A-F03   |   Deluxe Gift Ideas   |   ,Booth: 1A-B40   |   Deluxe Gift Ideas   |   ,Booth: 1E-D39   |   Deluxe Gift Ideas   |   ,Booth: 1CON-081   |   Deluxe Gift Ideas   |   ,Booth: 1B-B20   |   Deluxe Gift Ideas   |   ,Booth: 1B-D02   |   Deluxe Gift Ideas   |   ,Booth: 1D-A05   |   Hall of Fine Designs   |   ,Booth: 1B-A32   |   Deluxe Gift Ideas   |   ,Booth: 3B-E35   |   Green Living   |   ,Booth: 1B-F02   |   Deluxe Gift Ideas   |   ,Booth: 1C-E29   |   Deluxe Gift Ideas   |   ,Booth: 1B-A02   |   Deluxe Gift Ideas   |   ,Booth: 1B-A38   |   Deluxe Gift Ideas   |   ,Booth: 1D-B34   |   Deluxe Gift Ideas   |   ,Booth: 1A-D23   |   Deluxe Gift Ideas   |   ,Booth: 1C-C23   |   Deluxe Gift Ideas   |   ,Booth: 1B-D19   |   Deluxe Gift Ideas   |   ,Booth: 1E-A36   |   Deluxe Gift Ideas   |   ,Booth: 1A-E11   |   Deluxe Gift Ideas   |   ,Booth: 1D-A30   |   Deluxe Gift Ideas   |   ,Booth: 1C-B12   |   Deluxe Gift Ideas   |   ,Booth: 1A-D37   |   Deluxe Gift Ideas   |   ,Booth: 1C-A05   |   Deluxe Gift Ideas   |   ,Booth: 1B-D22   |   Deluxe Gift Ideas   |   ,Booth: 1E-C32   |   Deluxe Gift Ideas   |   ,Booth: 1B-E27   |   Deluxe Gift Ideas   |   ,Booth: 1B-E39   |   Deluxe Gift Ideas   |   ,Booth: 1E-A31   |   Deluxe Gift Ideas   |   ,Booth: 1B-E43   |   Deluxe Gift Ideas   |   ,Booth: 1B-G33   |   Deluxe Gift Ideas   |   ,Booth: 1A-B14   |   Deluxe Gift Ideas   |   ,Booth: 1D-B38   |   Deluxe Gift Ideas   |   ,Booth: 1CON-035   |   Deluxe Gift Ideas   |   ,Booth: 1A-F36   |   Deluxe Gift Ideas   |   ,Booth: 1B-G20   |   Deluxe Gift Ideas   |   ,Booth: 1A-A08   |   Deluxe Gift Ideas   |   ,Booth: 1B-C44   |   Deluxe Gift Ideas   |   ,Booth: 1A-A16   |   Deluxe Gift Ideas   |   ,Booth: 1B-F36   |   Deluxe Gift Ideas   |   ,Booth: 1B-G16   |   Deluxe Gift Ideas   |   ,Booth: 1E-A44   |   Deluxe Gift Ideas   |   ,Booth: 1C-B24   |   Deluxe Gift Ideas   |   ,Booth: 1B-C13   |   Deluxe Gift Ideas   |   ,Booth: 5B-F26   |   Advertising Premium   |   ,Booth: GH-F09   |   Decorative Gifts & Festive Items   |   ,Booth: 3B-D43   |   Green Living   |   ,Booth: GH-A12   |   Travel & Luggage   |   ,Booth: 5CON-02A   |   Advertising Premium   |   ,"Booth: 5B-D13, 5B-S012   |   Advertising Premium, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Booth: 3B-A14   |   Taiwan Pavilion   |   ,Booth: 3B-C43   |   Tech Gifts   |   ,Booth: GH-B03   |   Travel & Luggage   |   ,Booth: 5B-C08   |   Advertising Premium   |   ,Booth: 3B-C23   |   Tech Gifts   |   ,Booth: GH-E04   |   Decorative Gifts & Festive Items   |   ,Booth: 5B-D07   |   Advertising Premium   |   ,Booth: 5B-B20   |   Advertising Premium   |   ,Booth: 5C-B20   |   Advertising Premium   |   ,Booth: 3B-B13   |   Taiwan Pavilion   |   ,Booth: 5B-C14   |   Advertising Premium   |   Cantonese Business Go Global,Booth: GH-D21   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion),Booth: 5C-D21   |   Advertising Premium   |   ,Booth: GH-F17   |   Decorative Gifts & Festive Items   |   ,Booth: 3B-D41   |   Green Living   |   ,Booth: 3B-B18   |   Tech Gifts   |   ,Booth: 3B-D39   |   Green Living   |   ,Booth: 3B-C37   |   Tech Gifts   |   ,Booth: 5C-E01   |   Stationery   |   ,Booth: 3B-E18   |   Tech Gifts   |   
Changsha Yee Win Company Limited,Chinese Mainland,,Manufacturer,"Christmas Decoration, Mug, Camping & Picnic Equipment",Christmas gifts cup cooker,"OEM, OBM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 Home InStyle 2024 Home InStyle 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Houseware Fair 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changsha-Yee-Win-Company-Ltd/1X0AE1ZY,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005J2QS,,LAKOTTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cosmuses Cosmetic (Ningbo) Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Beauty Equipment, Cosmetic Accessories & Personal Care Item",Cosmetic,"ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cosmuses-Cosmetic-Ningbo-Co-Ltd/1S00OY1OZ,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HHXS,,COSMUSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dongguan Shanghao Plastic Products Co., Ltd.",Chinese Mainland,,Manufacturer,"Paper Weight, Advertising Premium, Gift Stationery, Environmental Friendly Product, Plastic Toy, Festival Item, Souvenir & Premium",Liquid gifts,"OBM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Shanghao-Plastic-Products-Co-Ltd/1S00OQ7NW,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005JBPM,,SANLEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujian Dehua Myinghua Ceramics Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Decoration & Craft, Hobby & Collector's Item, Ceramic Flower Vase",Domestic Ceramics,OEM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 Home InStyle 2024 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Houseware Fair 2018 HKTDC Hong Kong International Tea Fair 2016 HKTDC Hong Kong Houseware Fair 2012 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Dehua-Myinghua-Ceramics-Co-Ltd-/1X06HDR6,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005K5ZY,,MYINGWA明英华,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Future Horizon Craft Co., Ltd.",Chinese Mainland,,"Others, Manufacturer, Department Store, Buying Office, Chain Store, Distributor","Stationery & Office Equipment, Printed Paper Bag, Handbag, Gift Box, Paper & Paper Product, Gift Stationery, Greeting Card, Festival Item, Printed Matter","Greeting cards, Gift box, Gift bags, Gift tags, Key chain, Puzzles, Diamond Art Kit, Washi, Sticker, Scrapbooking, Journal.",OEM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2017 HKTDC Hong Kong International Stationery Fair 2014 HKTDC Hong Kong Gifts & Premium Fair 2013 HKTDC Hong Kong International Stationery Fair 2013,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Future-Horizon-Craft-Co-Ltd-/1X07NSAE,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HTE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hangzhou Guansheng Culture Communication Co., Ltd.",Chinese Mainland,,Others,,"Hangzhou Guansheng Culture communication co., Ltd. was established in March 2015, with the core business of promoting cultural and creative products for the government and developing and designing cultural and creative products for exhibition display",OEM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-Guansheng-Culture-Communication-Co-Ltd-/1S00P17K5,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005M2X7,,"RUARUA PANDA,东方好礼,十六开; 问童子",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hebei Fuzhi Import and Export Trading Co., Ltd.",Chinese Mainland,,Manufacturer,"Sportswear, Tee & Sweat Shirt","Baseball cap, Shirt.","OBM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong International Building and Hardware Fair 2016,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hebei-Fuzhi-Import-Export-Trading-Company-Limited/1X09S66C,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005K3W9,,MYSCHY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiangsu Costol Commodity Co., Ltd.",Chinese Mainland,,Manufacturer,Bath Supplies,Toothbrush.,"ODM, OEM, OBM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Costol-Commodity-Co-Ltd/1S00OAT7M,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005J9BU,,"米选,TISS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liling Huarui Ceramic Co., Ltd.",Chinese Mainland,,Manufacturer,"Mug, Souvenir & Premium",Daily-use ceramic,"OBM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 Home InStyle 2024 Home InStyle 2023 HKTDC Hong Kong Houseware Fair 2019,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Liling-Huarui-Ceramic-Co-Ltd-/1X0AS963,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005J2RP,,Huarui華瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Linqu Jinhao Arts&Crafts Co., Ltd.",Chinese Mainland,,Export Agent,"Halloween Product, Paper & Paper Product, Easter Product, Decoration & Craft, Recycled Paper Product, Christmas Decoration","Honeycomb, paper flowers, Pinata, Crepe paper, Tissue paper, Confetti, Paper crafts.",OBM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC International Sourcing Show 2021 HKTDC Hong Kong Gifts & Premium Fair 2020 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Linqu-Jinhao-Arts-Carfts-Co-Ltd-/1X09YSPZ,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005EPE5,,,,,,,www.jinhaoparty.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nanchang Reginfield Stationery Co., Ltd.",Chinese Mainland,,Manufacturer,Gift Stationery,"Metal Pen, Pen Box.","OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong International Optical Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nanchang-Reginfield-Stationery-Co-Ltd-/1S00P0ECM,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005LBBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Beaut Premium International Trade Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,Exporter,"Vacuum Flask, Waist Bag, Cosmetic Accessories & Personal Care Item, Mug, Earphone, Watch, Makeup Mirror, Handbag, Backpack, Advertising Premium","export promotional gifts, cosmetic bags, massagers, personal care items, make up tools, textile, keyring and jewelry, bottles and cups, travel and sports, stationery and electronics, candles and festival items, other general merchandise.","ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Beaut-Premium-International-Trade-Co-Ltd/1S00OFSWK,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005FII0,Focus on creating and developing premium and gifts for high-end luxury beauty market for years makes Beaut Premium becoming the leading supplier in the beauty and fragrance market for beauty accessories.,,,,,,www.beautpremium.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningbo Hoz Trading Co Ltd,Chinese Mainland,,"Manufacturer, Exporter","Vacuum Flask,Water Bottle,Mug",Small household appliances and household goods gifts.,"OBM, ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2024 Home InStyle 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Hoz-Trading-Co-Ltd/1S00O9LIX,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HGOK,,LeMuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Luckstar Stationery Gifts Co., Ltd",Chinese Mainland,,"Manufacturer, Exporter",Paper & Paper Product,"Eco-friendly Green Stationery, Eco-friendly Paper Products","ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong International Optical Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Luckstar-Stationery-Gifts-Co-Ltd/1S00OOLAL,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005EU13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Morgiana International Trade Co.,Ltd",Chinese Mainland,,Manufacturer,Mug,"Cup, Lunch box","ODM, OEM",Exhibited in HKTDC Event(s) in recent years Home InStyle 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong International Optical Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Morgiana-International-Trade-Co-Ltd/1S00OZ6V9,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005JL9O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo PAJS Imp.&Exp. Co., Ltd.",Chinese Mainland,,Exporter,"Stationery & Office Equipment, Bio-Degradable Product, Advertising Premium, Wooden Toy, Vacuum Flask, Gift Stationery","Notebook, Diary, All kind of pen, Bag, Water bottle ect.","OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-PAJS-Imp-Exp-Co-Ltd-/1S00NTBNS,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HSP5,"We are specializing in promo & gifts items. We have own stationery and bag factories in Ningbo. Our company and factories pass many audits, such as BSCI, SedEx, FSC, GRS, Disney and CocaCola Etc.",,,,,,www.youngs-gift.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power State Enterprises Co.Ltd,Chinese Mainland    |    Factory in Chinese Mainland,,"Manufacturer, Exporter","Letter Opener, Camping & Picnic Equipment, Vacuum Flask, Manicure Set, Nail Clipper","Knives, Multi tools, Hand tools, Nail clippers, Gifts, Promotion products, Corkscrew","OBM, ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Power-State-Enterprises-Co-Ltd/1S00OQ7CT,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HJKT,"Established in 1998, Power State offer a wide range of product, including knives, cutters, multi tools, hatchets and axes, with its own factory NOOBO, own brand ""POWSTA"" and ""SUMMIT GEAR"". Since 1998,our factory has manufactured knives for the biggest names in the industry. We consistently have brought quality, design and innovation to the knife making industry. Our factory operates strictly to ISO9001 standards, with capacity in excess of 50 million units per year. We have passed audit by the largest retailers in the US including Walmart, The home Depot, and Lowe's.Also BSCI certified.",Summit Gear,,,,,http://summitgear.group/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quanzhou Sisor Arts& Crafts Co.,Ltd.",Chinese Mainland,,"Wholesaler, Manufacturer","Decoration & Craft,Fridge Magnet","Ceramic Coaster, Trivet, Car Coaster, Fridge Magnet, Bottle Opener","ODM, OEM, OBM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 Home InStyle 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Quanzhou-Sisor-Arts-Crafts-Co-Ltd-/1S00OOJ2B,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005K884,,Buddy 柏迪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. D. Bag House,India    |    Factory in India,,"Manufacturer, Exporter","Backpack, Bio-Degradable Product, Handbag, Cooler Bag, Cosmetic Bag, Environmental Friendly Product, Travel Bag & Luggage, Shopping Bag","Jute Shopping Bag, Cotton/Canvas Shopping Bag, Backpack, Drawstring Bag, Cooler Bags, Beach Bags.",ODM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2015 HKTDC Hong Kong Gifts & Premium Fair 2014,https://sourcing.hktdc.com/en/Supplier-Store/Profile/R-D-Bag-House/1X08I2FF,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005JKVV,"Introducing R.D. Bag House - Your Premier Destination for Quality Jute and Cotton Canvas Bags! 1. Manufacturer and Exporter based in Kolkata, India 2. Cutting-edge infrastructure with a monthly capacity of 300,000 shopping bags 3. 27 years of industry expertise in crafting finest quality bags 4. Factory sprawled across 29,000 sq. ft. 5. In-house sampling, cutting, printing, stitching, checking & despatch 6.In-House Curing Machine for Color-Fastness and Odor/Damp prevention in Cotton bags! 7.Best Rates of Jute Bags in the Industry without Compromising on Quality!",,,,,,rdbaghouse.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanmen Haina Craft Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","Decoration & Craft,Festival Item",Mannequim Jewelry stand and other fabric carft,"OBM, ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2019,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sanmen-Haina-Craft-Co-Ltd/1X0AOMKM,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005I06I,,SMHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shanghai Deqi Paper Co., Ltd.",Chinese Mainland,,Manufacturer,"Advertising Premium, Recycled Paper Product","Greeting cards, 3D Art Memo Pad, Stickers.","OEM, OBM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Deqi-Paper-Co-Ltd/1S00OU4X5,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005JG48,,PAPER WILL 纸志,,,,,paperwill.cn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Thousandshores Technology Co., Ltd.",Chinese Mainland,,Manufacturer,Gift Stationery,Marker Pens,OBM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC International ICT Expo 2019,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Thousandshores-Technology-Co-Ltd/1X0AQPDK,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005JG9T,The Ohuhu brand was founded in 2013 and it started with the launch of our professional quality alcohol based.,ohuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Youanhong Technology Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,"Exporter, Manufacturer","Briefcase,Wallet, Purse & Small Leather Goods,Stationery & Office Equipment,Note Book","leather wallet, leather folders, leather items","OBM, OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Youanhong-Technology-Co-Ltd/1S00OX594,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005I3UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sohai Housewares Co., Ltd.",Chinese Mainland,,Manufacturer,"Cooler Box, Vacuum Flask",Bottle,ODM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sohai-Housewares-Co-Ltd-/1S00OL20Y,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005J9HC,,SOHAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
