company name,location,Booth,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,HKTDC Events,supplier_url,exhibitor_url,Company Background,Brand Name,Company Website,Certificates,Other Certificates
Star Shine Ltd,Thailand    |    Factory in Thailand,Booth: AWE 9-K20   |   Precious Stone   |   Thailand Pavilion,Wholesaler,"Opal, Tourmaline, Ruby, Alexandrite, Sapphire, Aquamarine, Coloured Gemstone",Fine colored gemstones for collectors,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Star-Shine-Ltd/1X00BQ6O,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XGS8,Sourcing Fine Colored Gemstone for Collectors,,starshineltd.com,,
"Std Gems Co., Ltd.",Thailand,Booth: AWE 9-J06   |   Precious Stone   |   Thailand Pavilion,"Wholesaler, Distributor","Sapphire, Ruby",Gemstone Products,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2014 HKTDC Hong Kong International Jewellery Show 2009 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Std-Gems-Ltd-Part/1X00BQ7N,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XGH5,,,,,
"Vaibhav International Co., Ltd.",Thailand    |    Factory in Thailand,Booth: AWE 9-K40   |   Precious Stone   |   Thailand Pavilion,"Manufacturer, Exporter, Importer","Emerald, Ruby, Sapphire","Ruby, Sapphire EMERALD",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vaibhav-International-Co-Ltd/1X05BFN4,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XJ7W,,VICO BY VAIBHAV INTERNATIONAL,www.vicogems.com,,
Venus Jewel,India    |    Factory in India,Booth: AWE 5-D12   |   Hall of Fine Diamond   |   ,Manufacturer,"Carat Size Diamond, Fancy Diamond",Large size diamonds,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Venus-Jewel/1X06AW84,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UJR8,World leading company in Solitaires,Venus Jewel,www.venusjewel.com,,
"Victorious Jewels Trading Co., Ltd.",Thailand,Booth: AWE 11-A35   |   Semi-Precious Stone   |   Thailand Pavilion,"Retailer, Wholesaler, Exporter",Aquamarine,Semi-Precious Stone,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Victorious-Jewels-Trading-Co-Ltd/1X08Y9GT,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XH0J,,,,,
World Corundum Company Limited,Thailand    |    Factory in Thailand,Booth: AWE 9-J19   |   Precious Stone   |   Thailand Pavilion,"Wholesaler, Retailer, Exporter, Importer",Ruby,"Natural Burmese Ruby & Mozambique Ruby, Single Piece & Calibrated Sizes. We have a large collection of Burmese and Mozambique ruby of all shapes, sizes, and qualities. Please visit us and enjoy the best collections of our finest gems.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/World-Corundum/1X00BM42,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XIG6,"At WORLD CORUNDUM, we custom cut ruby to succeed its combination of rarity, color and internal characteristics and seek to maximize pleasing physical proportion. We also deliver a varying quality Mozambique & Burmese rubies from a truly clean and exceptional quality to a lower commercial grade. Under our supervision, all of the stones from WORLD CORUNDUM are attentively inspected and custom cut to its best from our own factory, located in Chantaburi, Thailand.",,www.worldcorundum.com,,
"World Sapphire Trading Co., Ltd.",Thailand,Booth: AWE 9-K06   |   Precious Stone   |   Thailand Pavilion,"Exporter, Wholesaler, Manufacturer",Sapphire,We are the source for every quality and all sizes of sapphire.,OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/World-Sapphire-Trading-Co-Ltd/1X009U1H,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XJMN,,,,,
Yong Tai Gems Co Ltd,Thailand,Booth: AWE 9-J20   |   Precious Stone   |   Thailand Pavilion,"Buying Cooperative, Charity / Welfare Organisation, Chain Store","Jadeite, Emerald, Sapphire","precious stone, ruby, sapphire,semi-precious stone, coloured gemstone",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yong-Tai-Gems-Co-Ltd/1X00DM8Y,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005XHFA,,,,,
Arihant Gems (HK) Limited,Hong Kong,Booth: AWE 9-B40   |   Precious Stone   |   ,"Importer, Manufacturer, Buying Office, Buying Cooperative, Exporter, Retailer, Distributor, Wholesaler","Tanzanite, Ruby, Tourmaline, Coloured Gemstone, Sapphire, Emerald, Aquamarine",Manufacturers & Exporters of Precious and Semi-Precious Stones & Fine Jewellery,"OEM, ODM, OBM, Others","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2022",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Arihant-Gems-HK-Limited/1X09XBHM,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y5UD,"We are a Hong Kong Based Company with offices in Bangkok, Dubai & India. We specialize in Zambian Emeralds, Rubies, All Kinds of Sapphires, Tanzanite, Tsavorites, Aquamarines, Morganites, Tourmalines, and Rubellites.","AGHK,Arihant Gems,Arihant Gems (HK) Limited,AG Star Co., Ltd",aghkltd.business.site,,
Aurostar (HK) Limited,Hong Kong,Booth: AWE 5-E24   |   Diamond   |   ,"Distributor, Importer, Exporter, Wholesaler, Manufacturer, Buying Office","Fancy Diamond, Carat Size Diamond, Loose Diamond",Rounds-Fancies 0.18cts-20.00cts Clarity IF-I3 White & Fancy color Certifieds & Non Certifieds,OEM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Aurostar-HK-Limited/1X08X2S2,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y679,"round and fancy shape diamonds from 0.18ct to over 10ct, in clarities from IF to I3 and color from D to M from certified or uncertified stock that is amongst the largest in the world. Excellent cut and ideal make parameters are our specialty.",,www.aurostargroup.com,,
"D. D. Gems HK Co., Limited",Hong Kong    |    Factory in Thailand,Booth: AWE 9-F10   |   Precious Stone   |   ,Department Store,"Sapphire, Ruby, Emerald",We have All gems stone precious and semi precious,OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/D-D-Gems-HK-Co-Limited/1S00P9B1M,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YAU8,,,,,
Decent Grown Diamond,Hong Kong,Booth: AWE 10-G02   |   Laboratory-grown Diamond   |   ,"Manufacturer, Exporter, Importer",Laboratory-grown Diamond,Lab Grown diamond,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Decent-Grown-Diamond/1X0B1XTG,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YBAV,,,,,
Decorous Star (HK) Limited,Hong Kong,Booth: AWE 5-H01   |   Diamond   |   ,"Retailer, Wholesaler, Manufacturer, Importer, Exporter",Loose Diamond,"NATURAL FULL CUT ROUND POLISHED DIAMONDS FROM 0.06MM TO 3.80 MM SIZE, TAPERED BAGUETTE SAHPE NATURAL DIAMONDS",OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Decorous-Star-HK-Limited/1X0B1XNM,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y9FI,,,,,
Dianco (HK) Limited,Hong Kong,Booth: AWE 7-C20   |   Diamond   |   ,Wholesaler,"Loose Diamond, Carat Size Diamond, Fancy Diamond",Diamond,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2022",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dianco-HK-Ltd/1X06AVKV,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y9BU,,,www.diancogroup.com,,
Exhibition+,Hong Kong,Booth: AWE ONL-001   |   Trade Associations & Publications   |   ,,,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026 HKTDC Hong Kong International Tea Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2026 Fashion InStyle 2026 Home InStyle 2026 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Jewellery Show 2026 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/EXHIBITION-/1S00O2V5Q,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005RKDD,"The Hong Kong Trade Development Council (HKTDC) introduces ‘EXHIBITION+’, a brand-new exhibition model integrating online-and-offline trade show formats, extending face-to-face interactions from its world-class exhibitions in Hong Kong to an online smart business matching platform to help you connect business partners proactively.",,,,
Fai Po Gem & Jewellery Limited,Hong Kong,Booth: AWE 8-D23   |   Semi-Precious Stone   |   ,"Manufacturer, Chain Store, Retailer, Exporter, Others, Wholesaler, Trade/Industrial Organisation, Department Store, Private Individual, Importer","Coloured Gemstone, Turquoise","Fai Po was a renowned jewelry, beads and art carving manufacturer. Our products comprise of 14K/18K/24K gold jewelry set with semi-precious stones and dimaonds.","OEM, OBM, ODM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 Style Hong Kong Pavilion at China International Consumer Products Expo, Haikou HKTDC Hong Kong International Jewellery Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 Style Hong Kong Pavilion at China International Consumer Products Expo, Haikou Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fai-Po-Gem-Jewellery-Limited/1X09DKPN,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YAQK,"Fai Po Group is estabilished in 1986 and specialized in 14K / 18K gold/rose gold jewelry set with all kinds of color gemstones / semi-precious stones and diamonds are provided in huge varieties. We own tow fully equipped factories in Mainland China with an average monthly production that goes up to over ten thousends of first-class jewelry set. At present, 90% of the company's total production is exported to overseas markets such as USA, Japan, Taiwan, Singapore, United Kingdom, Europ and MidEast etc. The remaining 10% is for domestic retail and wholesale. Product prices range from a few US dollars up to thousands of US dollars.",FAIPO,www.faipojewellery.com,,
Fancy Diam Limited,Hong Kong    |    Factory in India,Booth: AWE 5-D26   |   Diamond   |   ,"Distributor, Buying Office","Carat Size Diamond, Loose Diamond, Fancy Diamond","We are Specialized in Natural Fancy Colour Diamonds Such as Pink, Yellow, Canary, Golden, Coffee, Orange, Green, Red, Saffron, Brown, Black and Mix colour in Round and Shapes, size -2, +2 - 6.5, +11 and 0.10 to 50.00 carat size in Non Gia and GIA.",OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2022 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fancy-Diam-Ltd/1X00NNDQ,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YB67,WE ARE IN THIS BUSINESS SINCE 1981,Fancy Diam LTD,www.fancydiamondgroup.com,,
GRS Lab (Hong Kong) Limited,Hong Kong,"Booth: AWE 9-B25   |   Testing, Inspection & Certification   |   ",Others,Testing Inspection & Certification,"GRS gemstone reports for colored gemstones such as rubies, sapphires and emeralds. GRS AR gemstone reports or award reports with augmented reality features.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019",https://sourcing.hktdc.com/en/Supplier-Store/Profile/GRS-Lab-Hong-Kong-Ltd/1X0AMTC9,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005URJO,"Since its founding in 1996 by Dr. Adolf Peretti, GRS gemological laboratory's research has focused principally the identification and characterization of high-quality gemstones from newly discovered mines, and the determination of origin for gems derived from classic mining regions.","GRS AR Gemstone Report,GRS Platinum Rarity Gemstone Award,GRS Report",www.gemresearch.ch,,
Gemasia (Hong Kong) Limited,Hong Kong,Booth: AWE 7-A40   |   Diamond   |   ,Importer,"Loose Diamond, Carat Size Diamond",DIAMONDS FROM 0.001CARATS UPTO 3CARATS. D TO Z COLOUR IF TO I3 CLARITY,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2022 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gemasia-HK-Ltd/1X009HUR,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YAEK,,"GEMASIA,ASIAN STAR",www.asianstargroup.com,,
Gems Trading Co,Hong Kong,Booth: AWE 7-J18   |   Treasures of Nature   |   ,"Wholesaler, Buying Cooperative, Chain Store","Emerald, Sapphire, Ruby","Fine Selection of Colombian Emerald, Burmese Ruby & Sri Lankan Sapphires.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gems-Trading-Co/1X056UC6,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YA0Q,"Gems Trading Co. has an exceptional range of gemstones. We source rough from locations all across the globe, then cut and polish these gemstones to ensure the finest quality, largest range and most competitive pricing. GTC buying team sources rough and polished gemstones from all the mining countries and cutting centers. GTC expertise is in Colombian Emeralds which is sourced from MUZO mines in Colombia and polished in Jaipur, India. Our expertise is derived from our first-hand knowledge of diamonds and gemstones, which is a major factor that contributes to our zeal and eagerness.",,www.colorjewels.net,,
