company name,location,Booth: 3C-D14   |   Public Hall - Beverages (Alcoholic)   |   ,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Brand Name,Company Website,HKTDC Events,Certificates,Other Certificates,supplier_url,exhibitor_url,Company Background,Booth: 1B-A10   |   Public Hall - Sauces & Seasonings   |   
Cocoberry Ice-Cream Ltd,Hong Kong,,,"Manufacturer, Wholesaler",Ice Cream,"可可貝妮雪糕有限公司(Cocoberry), 100%香港製造獨立包裝的雪糕球(雪糕波), 專營生產雪花冰，各樣的水果雪糕，代理台灣、泰國、 韓國等入口各種飲料食材。例如有各式珍珠、沖劑、濃縮果汁、果糖、魔豆、椰果、蒟蒻等台式傳統及新興飲料食材。","cocoberry,可可貝妮",hkcocoberry.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063K51?fairCode=hkfoodexpo&locale=en,Manufacturer of Snowflakes ice and ice cream. We also import more exciting and delicious snack from worldwide.,
Comvita HK Limited,Hong Kong,,,Retailer,"Functional Food, Health Supplement","Comvita offers Certified UMF New Zealand Manuka Honey. UMF .the Gold Standard in Manuka, is independently tested and certified, measuring the three signature compounds and ensure you're getting genuine, pure monofloral Manuka",Comvita,comvita.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2015 HKTDC Food Expo 2014 HKTDC Food Expo 2013 HKTDC Food Expo 2012 HKTDC Food Expo 2011 HKTDC Food Expo 2010 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063IKU?fairCode=hkfoodexpo&locale=en,"Our Story began in 1974, when Comvita's founders got together with a share purpose of working in harmony with nature to help people feel better and live well. Bees were their inspiration and Manuka honey their medicine.",
Cookieism Limited,Hong Kong,,,"Manufacturer, Retailer","Ice Cream, Chocolate, Candy, Water, Snack, Tea, Coffee, Soft Drink, Biscuit","Cookies, Food & Beverages",Cookieism,cookieism.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063KBJ?fairCode=hkfoodexpo&locale=en,,
Dotdot Asia Limited,Hong Kong,,,"Distributor, Importer, Wholesaler, Retailer",Health Supplement,"German Collagen, Liquid Silicon, Marks, Glacier Spray. German Collagen repairs strained or injured cartilage, relieving severe joint pain. If you are suffering from degenerative joint disease or joint strain. https://www.dotdot.com/German-Collagen",dotdot..,www.dotdot.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063IOI?fairCode=hkfoodexpo&locale=en,"German Collagen imported by dotdot.. since 2013, sold over twenty thousand packs, more then 13000 users have rapidly increased mobility",
Doubleshot Asia Limited,Hong Kong    |    Factory in Hong Kong,,,"Export Agent, Importer","Snack, Tea, Table Wine, Chocolate, Coffee, Cake, Bread, Biscuit","Roasted Coffee Beans, Coffee Drip Bags, Hand Drip Convenient Packs, Cold Brew Coffee Bags, Tea Leave Cans, Tea Bags, Own Branded Coffee Brewing Tools and Accessories, and Tools and Accessories of Other Brands (e.g., Loveramics, Hario, etc.)",DS Studio Coffee Roaster,dsstudio.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063OCC?fairCode=hkfoodexpo&locale=en,"DS Studio is a local company focusing on specialty coffee business, from bean sourcing, roasting, cafe operations to education, and coffee bean retail and trading. Our idea is to bring coffee beans ""From Farm to Cup"". With our sourcing network and roasting experience, we want to bring different tastes and flavours of specialty coffee and tea leaves to your ""best fit cups"" At the same time, we collaborate regularly with passionate and outstanding F&B specialists to share experiences to bring more joys to tasting and bring more values to our customers. DS Studio runs an eShop for online shopping (https://dsstudio.hk). Customers can freely browse through our products anytime and place orders on the go. We offer our freshly roasted coffee beans and drip bags, tea leaves and tea bags, and tools of our own brand and other brands (such as Loveramics, Hario etc.). We roast beans from different regions and with distinctive characteristics from time to time hoping to bring new tastes and surprises to customers. Special discounts and promotions will be offered at times on our eShop.",
Dynasty Food Supplies Ltd,Hong Kong,,,"Distributor, Wholesaler, Manufacturer",Snack,"芝麻醬,咖哩醬,海苔,肉鬆,薩騎馬,榴槤餅,糕點,零食",皇廷,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 HKTDC Food Expo 2024 HKTDC World of Snacks 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063N9M?fairCode=hkfoodexpo&locale=en,,
Enjoy 365 Limited,Hong Kong,,,Distributor,"Tea, Coffee","Coffee products, Welless and Healthy Tea",Mr & Mrs Bean,www.enjoy365.asia,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063UHR?fairCode=hkfoodexpo&locale=en,,
European Gourmet Limited,Hong Kong,,,"Importer, Distributor, Wholesaler","Sauce, Seasoning, Canned Food, Snack, Chocolate, Biscuit","歐洲食品有限公司致力尋找,發掘不同的歐洲品牌,並將其引入亞洲地區,令到各個合作伙伴及客人認識到歐洲最優秀,最具標誌性的品牌.歐洲食品有限公司目標是確保亞洲的消費者能夠體驗和品嚐這些歐洲產品.","Connetable,Jules Destrooper,La Mere Poulard,Marini Azzolini,Maison Perard,Cape Herb & Spice",www.eurogourmet.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063KF7?fairCode=hkfoodexpo&locale=en,,
Evertop Overseas (Asia) Limited,Hong Kong,,,"Distributor, Retailer, Wholesaler","Organic Food & Beverage, Health Supplement, Functional Food",Health supplement,,,Exhibited in HKTDC Event(s) in recent years HKTDC Beauty & Wellness Expo 2026 HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 HKTDC Food Expo 2023 HKTDC World of Snacks 2023 HKTDC Food Expo 2022 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063IMO?fairCode=hkfoodexpo&locale=en,,
Fame Century Investment Limited,Hong Kong,,,Manufacturer,Instant Food,Fishball/ Meatball/Siu Mai,,https://www.holee.com.hk/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063QMG?fairCode=hkfoodexpo&locale=en,,
MAF Management Limited,Hong Kong    |    Factory in Hong Kong,,,Retailer,Coffee,本司有来自世界各地的三十几種咖啡豆，有三款经典的耶加雪菲，三款哥伦比亚，两款肯亚，印尼，哥斯达黎加，罕有的也门，野生猫屎野生雀屎，五款巴拿马翡翠庄园瑰夏，四款牙买加蓝山，夏威夷珍珠摩卡，西班牙提皮卡，圣海伦娜等，每款咖啡特有的烘焙路线直火将其风味展现的淋漓尽致。,,www.fannysroastery.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063OR3?fairCode=hkfoodexpo&locale=en,Strictly selected green coffee beans are directly harvested from estates around the world. They are roasterd by a roaster of SCA Sensory Skills-Professional and Roasting-Professional. They are hand-roasted in Hong Kong and are quality guaranteed.,
Finn Food Company Limited,Hong Kong    |    Factory in Hong Kong,,,"Distributor, Trade/Industrial Organisation","Canned Food, Dried & Preserved Food","In 2016, FIRE POT has launched its first Hot Pot Soup Packs Collection Exclusively made in Hong Kong and developed with natural ingredients in the basis of dietary therapy. The pack comes along with full capacity of ingredients and tastes natural","Fire鍋,吉田,Yobick,Alone No More,Vida,魚鮮",firepothk.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063PVQ?fairCode=hkfoodexpo&locale=en,,
Fish Maw Brothers Company Limited,Hong Kong,,,Retailer,"Frozen Fruit, Canned Food, Dried Seafood, Dried & Preserved Food, Frozen Seafood, Frozen Meat","Seafood product, fish maw, frozen food, mushroom, abalone",,www.facebook.com/Fishmawbrothers/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063QJP?fairCode=hkfoodexpo&locale=en,"The family has been engaged in fish maw production for more than 30 years. In 2020, the factory relocated from the mainland to East Africa, and the fish maw will be wholesaled to Hong Kong seafood wholesalers. In order to expand the fish maw business, Fish Maw Brothers Co., Ltd. was established in 2020, mainly working on the online and offline wholesale and retail business of dried fish maw in Hong Kong, as well as the sale of frozen food related to fish maw, integrating traditional seafood into modern life.",
Food for Good Limited,Hong Kong    |    Factory in Hong Kong,,,Charity / Welfare Organisation,"Trade Associations & Government Organisations, Trade Associations & Government Organisations, Trade Associations & Government Organisations",Collect unwanted food waste during the Food Expo (13-17 August 2026) Promote Food Expo in Food For Good Facebook page: acknowledge HKTDC Food Expo as a supporting organization Promote Food Expo to Food For Goods donation receivers,,www.foodforgood.org.hk/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065E3D?fairCode=hkfoodexpo&locale=en,"Established in November 2012, ""Food For Good"" is a non-profit environmental organization dedicated to promoting and establishing a culture of healthy, mindful eating in Hong Kong. We actively advocate for the reduction of food waste, recycle inedible food waste into organic compost, and repurpose surplus edible food into hot meals to support underprivileged and needy individuals. We also promote green dietary habits to minimize resource wastage. The Executive Committee of ""Food For Good"" comprises members from diverse professional backgrounds, all united by a shared mission: to actively promote the recovery, recycling of food waste, and the redistribution of surplus food, thereby reducing food waste and alleviating the pressure on our landfills. Our Mission Promote the reduction of food waste and advocate for a green dietary culture. Convert food waste into organic compost for vegetable cultivation, bringing food back to the table. Recover surplus food to prepare hot meals, helping those in need while reducing resource waste.",
Foundation Agents Limited,Hong Kong,,,"Exporter, Distributor, Wholesaler, Manufacturer, Export Agent, Importer","Sauce, Seasoning",Giant Tree Brand product,,www.giant-tree.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063ULF?fairCode=hkfoodexpo&locale=en,,
Four Hing Food Trading Co,Hong Kong    |    Factory in Bulgaria,,,"Retailer, Wholesaler, Importer",Organic Food & Beverage,"Original European Raw and Organic Bee Products like rose, lavender, forest, linden honey and honey combs. Fresh experience to Hong Kong market.","Rila,旺仔",www.rila.life,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063IPF?fairCode=hkfoodexpo&locale=en,"We are a wholesale and retailer for frozen meat balls more than 10 years. Our main customers include noodles food shops, markets, super-markets, department stores...etc. Recently we added European raw and organic honey products selling in affordable prices. We wish to bring more joy and harmony to our Hong Kong market!",
Grand Plan Enterprise Limited,Hong Kong,,,Manufacturer,Snack,"Made with the freshest and highest quality materials, the Butterfly Brand products include cashews, almonds, pistachios, and peanuts. We use traditional dry roasting method rather than oil fried; all seasoned with various flavors.",Butterfly Brand,butterflybrandnuts.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 HKTDC Food Expo 2024 HKTDC World of Snacks 2024 SIAL Shanghai HKTDC Food Expo 2023 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063KEA?fairCode=hkfoodexpo&locale=en,Grand Plan Enterprise Limited was founded in Hong Kong in 1992. It has been producing dry roasted nuts in Hong Kong ever since. We source and import only the finest raw materials from all around the world with a network generated through years of research and international trade.,
Greendotdot.com Limited,Hong Kong,,,,,"Greendotdot Organic and Health Food Shop Greendotdot is a retail chain that promotes organic and healthy products. With over 450 products that are sourced from various countries with legitimate organic certification, these products include instant po",點點綠,https://greendotdot.com/,"Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 China International Import Expo, Shanghai - Hong Kong Merchandise Exhibition Food Business Mission to Singapore and Malaysia HKTDC Food Expo 2019 HKTDC Food Expo 2016 HKTDC Food Expo 2015 Show More",,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S00667QN?fairCode=hkfoodexpo&locale=en,,
"H S New Zealand (Hong Kong) Co., Limited",Hong Kong    |    Factory in Chinese Mainland,,,"Importer, Wholesaler","Noodle, Instant Food, Cake, Bread, Chinese Cake",本公司產品主要以火鍋食品，江南特色醬油粽，江南冷凍點心及零食為主。這些產品同時出口至澳洲，新西蘭等地。,"Riverside Farm,華順",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063RC9?fairCode=hkfoodexpo&locale=en,"HS is one of the food import and wholesales company since 2016 in HK.Our products focus on frozen rice dumpling,dimsum.snack,and hotpot . Those products had been show on Food Expo 2017 with our business partner Wu Fang Zhai(HK)Co., Ltd. From mid of 2025 HS decided handle the HK market business by her own. Therefore we would like to join coming up Food Expo 2026 in order to promote our unique products to the public and try to create occupation opportunity.",
H.K.C.C.M. Food Factory Limited,Hong Kong    |    Factory in Hong Kong,,,"Exporter, Manufacturer","Functional Food, Organic Food & Beverage",香港真滋味是一家建基於香港生產基地的公司，擁有30多年的生產經驗，公司主要產品各類經典食品，包括有海參，湯包，豆類健康食品，調味品，醬料，海藻，蘭莓乾，五麻籽,"晉鋒牌,真滋味",ccm73.com.hk,"Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 The 8th China International Import Expo (CIIE) Hong Kong Food Pavilion HKTDC Food Expo 2025 China International Import Expo, Shanghai - Hong Kong Merchandise Exhibition Style Hong Kong Pavilion at China International Consumer Products Expo, Haikou HKTDC Food Expo 2023 Style Hong Kong Pavilion at China International Consumer Products Expo, Haikou HKTDC Food Expo 2022 Show More",,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063IS6?fairCode=hkfoodexpo&locale=en,"Hong Kong True Taste is a company with a production base rooted in Hong Kong for 50 years. It is acutting-edge leading company. specializing in the production of pure natural health food without preservatives and chemical additives. The production products include seasoning series, sauce series,vegetarian series, sausage series, rice baby supplementary food series, and frozen food series, witha total of more than 60 products. As the world's first brand with a full range of additives and nopreservatives or chemical additives, the company has won the trust and persistence of many customers in the past 50 years, and provided a solid foundation for future development. The possibilities areendless. Hong Kong True Taste was established with the purpose of spreading the concept of pursuing health, using high-tech production technology and scientific research facilities to develop more high-quality, natural and healthy products for customers, to provide unique resources for customers who pursue a life without additives, and to bring convenience to patients in their daily diet.",
HK & Kln Sauces & Preserved Fruit Amalgamated Employers Assn,Hong Kong,,,Distributor,"Sauce, Trade Associations & Government Organisations, Snack, Sauce, Trade Associations & Government Organisations, Snack, Sauce, Trade Associations & Government Organisations, Snack",,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065E1J?fairCode=hkfoodexpo&locale=en,,
