company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,supplier_url,exhibitor_url,,Booth: 5C-A08   |   Convenient & Instant Food   |   Korea (aT-Head),Certificates,Other Certificates,"Booth: 5C-B31   |   Health, Green & Organic Food   |   ",Booth: 5E-D06   |   Convenient & Instant Food   |   ,"Booth: 5E-E17   |   Canned, Frozen & Processed Food   |   ",Booth: 5C-E20   |   Bakery Products   |   Chinese Mainland (Zhejiang),Booth: 5C-C26   |   Sauces & Seasonings   |   Chinese Mainland (Sichuan Supplier),"Booth: 5C-C02   |   Biscuits, Snacks & Confectionery   |   Chinese Mainland (Sichuan)","Booth: 5E-E22   |   Canned, Frozen & Processed Food   |   ","Booth: 5E-E09   |   Canned, Frozen & Processed Food   |   ",Booth: 5C-C22   |   Halal Food & Beverage   |   Chinese Mainland (Sichuan Supplier)
The Bulls,"Korea, Republic Of","THE BULLS is a Korean food and lifestyle company based in Ulsan, specializing in specialty coffee, premium sesame oil, and local branding products. Through its brands Renato Coffee, ONSAN COFFEE, and ONSAN Sesame Oil, the company develops products that combine Korean local culture, wellness, and modern consumer trends. Built on more than 13 years of experience in coffee roasting, distribution, branding, and online marketing, THE BULLS focuses on balanced flavor, premium quality, and storytelling-driven products. Its coffee lineup includes specialty blends, drip bag gift sets, and wellness-oriented decaf coffee processed with premium solvent-free methods. The sesame oil products emphasize rich aroma, authentic Korean taste, and modern packaging suitable for both domestic and global markets. THE BULLS actively participates in local branding projects, export programs, and international exhibitions to introduce Korean local products to global consumers. The company continues to grow through B2B, B2C, and export channels while building sustainable brands inspired by the stories and identity of Korea and the Ulsan region.",Manufacturer,"Coffee, Seasoning","RENATO coffee,ONSAN coffee, ONSAN Sesame Oil present Korean specialty coffee, premium decaf drip bags, and rich sesame oils inspired by local stories, wellness, and modern Korean lifestyle for global consumers.","OEM, ODM","RENATO COFFEE,ONSAN COFFEE,ONSAN SEASAM OIL",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/The-Bulls/1S00PCKG4?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S006533O?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Tiandi Sturgeon & Kaluga Biotechnology (Heilongjiang) Co., Ltd.",Chinese Mainland,,"Wholesaler, Distributor, Retailer, Import Agent, Department Store, Buying Office, Service Company","Frozen Seafood, Canned Food, Dried & Preserved Food, Frozen Food, Frozen Seafood, Canned Food, Dried & Preserved Food, Frozen Food, Frozen Seafood, Canned Food, Dried & Preserved Food, Frozen Food","Premium sturgeon & kaluga caviar from Fuyuan, China easternmost sturgeon hometown, eco-bred with elaborate craftsmanship.",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tiandi-Sturgeon-Kaluga-Biotechnology-Heilongjiang-Co-Ltd-/1S00PE3M3?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S00668FJ?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Tongzhiwei Food Processing Co., Ltd",Chinese Mainland,,Manufacturer,"Organic Food & Beverage, Organic Food & Beverage, Organic Food & Beverage",Fang bamboo shoot product,OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tongzhiwei-Food-Processing-Co-Ltd/1S00PDWD1?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065QAG?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Unyang Traditional Food,"Korea, Republic Of","Company Introduction: ""A Company with 40 Years of Tradition"" Unyang Traditional Food Co., Ltd. is a generational company that began producing Unyang Meju in 1984 and has been producing traditional Korean fermented foods for approximately 40 years.","Department Store, Trade/Industrial Organisation, Import Agent, Retailer, Wholesaler, Shopping Mall","Sauce, Sauce","soy sayce, soybean paste, red chilli paste Korean traditional Fermented sauce (k-sauce)",OBM,"soy sayce,soybean paste,red chilli paste",www.unyangmeju.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Unyang-Traditional-Food/1S00P4PKN?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S00652Y4?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"WE'D LIKE CO., LTD","Korea, Republic Of","WED LIKE Co., Ltd. (established in October 2021) is a premium food distribution and IP-based brand entertainment company headquartered in the pristine nature of Jeju Island, South Korea . We lead a new wave of K-Food by fusing content with commerce through collaborations with top-tier food influencers, including Mukbang creator Heebab and Star Chef Jung Ji Sun . We specialize in curating high-quality Home Meal Replacements (HMR) and meal kits that combine differentiated storytelling with premium Jeju-sourced ingredients. With cumulative revenue reaching 10.9 billion KRW as of December 2025, we have established a robust global footprint, exporting to 7 countries including the USA, Canada, and Singapore . Recognized for our innovation as a 'Global Small Giant 1,000+' and 'Global IP Star Company,' we are accelerating our international growth through our US subsidiary (WED LIKE FOODS, INC.) and strategic partnerships with major global distributors such as H Mart and KeHE .","Manufacturer, Distributor, Exporter","Instant Food, Instant Food, Instant Food","WED LIKE Co., Ltd. is a premium food distribution and IP brand company based in the pristine nature of Jeju Island, South Korea. We specialize in curating high-quality K-Food products collaborated with Korea's top-tier food influencers and star chef","ODM, OEM","Queen of Chinese Cuisine,Chef Jung,Heebab",www.wedlike.co.kr,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/WE-D-LIKE-CO-LTD/1S00PCMS2?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0064X4R?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Wuchang Caiqiao Rice Industry Co., Ltd.",Chinese Mainland,,"Wholesaler, Department Store, Distributor, Export Agent, Buying Cooperative, Retailer, Exporter, Shopping Mall","Fruit, Vegetable","Tricolor Corn Kernels, Multigrain Rice Balls,Two-tone Sweet Corn Cuts Yellow Glutinous Corn",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wuchang-Caiqiao-Rice-Industry-Co-Ltd-/1S00PE4QQ?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S00668PP?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Xuzhou Jiakeman Trading Co., Ltd.",Chinese Mainland,,Manufacturer,Fresh Meat,"Xuzhou specialties & agricultural by-products: Xuzhou Spicy Pork Sauce Rice Noodles, Lamb Skewer Wraps, Braised Pork Belly (Bazi Meat), Traditional Sausage, Sweet Vinegar, etc.",Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xuzhou-Jiakeman-Trading-Co-Ltd-/1S00PDOQ6?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065AQK?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yichun Jiufengshan Yangxin Valley Forest Food Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","Organic Food & Beverage,Health Supplement","Healthy plant beverages such as birch sap and double-pear pure juice, as well as wood ear mushrooms and other fine forest ingredients sourced from the Lesser Khingan Mountains at 47 degrees North Latitude.",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yichun-Jiufengshan-Yangxin-Valley-Forest-Food-Co-Ltd-/1S00PE4TH?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S00668IA?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yichun Xinwang Mountain Special Products Development Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Organic Food & Beverage,Health Supplement","Organic forest delicacies, berry puree & birch sap from Xiaoxing'an Mountains","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yichun-Xinwang-Mountain-Special-Products-Development-Co-Ltd-/1S00PE3OX?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S00668J7?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yihai Kerry (Nanchang) Oils, Grains & Foodstuffs Co., Ltd",Chinese Mainland,,"Distributor, Importer, Import Agent, Manufacturer, Export Agent, Department Store, Wholesaler, Exporter, Retailer","Rice Noodle, Rice Noodle, Rice Noodle",Jiangxi Rice Noodles,Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yihai-Kerry-Nanchang-Oils-Grains-Foodstuffs-Co-Ltd/1S00PE57A?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S00667X2?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yiwu Zhongsen Agricultural Technology Co., Ltd.",Chinese Mainland,,Buying Cooperative,,"Alcoholic beverages, leisure foods, gift products, fresh poultry and meat.",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yiwu-Zhongsen-Agricultural-Technology-Co-Ltd-/1S00PDR8L?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065FKX?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yongjia County New Supply and Marketing Trading Co., Ltd. (Nanxi Jiapin)",Chinese Mainland,,Buying Office,,"Yongjia Laojiu Han (Aged Distilled Rice Liquor), Yongjia Shagang Dried Rice Noodles, Yongjia Handmade Fine Wheat Noodles, Eurya Honey, Yongjia Dried Bean Curd Sheets, Yongjia Wheat Pancake, Polygonatum Biscuits, Dried Field River Fish,",Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongjia-County-New-Supply-and-Marketing-Trading-Co-Ltd-Nanxi-Jiapin-/1S00PDS9H?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065HRA?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Jiaxin Lauderbach (Fujian) Beer Co., Ltd.",Chinese Mainland,,Manufacturer,"Beer, Beer","700 classic can Specifications: 2L×2 cans / 980ml×6 bottles Ingredients: Water, barley malt, wheat malt, hops, yeast Original wort concentration: 11°P Alcohol content: ≥4.6%vol Goldspark Craft Beer Specifications: 330ml×12 bottles / 330ml×",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiaxin-Lauderbach-Fujian-Beer-Co-Ltd-/1S00PDSGW?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065I1F?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Fujian Yunfang Tea Industry Co., Ltd.",Chinese Mainland,,Manufacturer,Tea,"Fujian Yunfang Tea Industry Co., Ltd. was established in March 2020. The company was founded by Mr. Tan Yun, a renowned tea distributor and respected local figure from Guanlu Township, who returned to his hometown in late 2019 to contract the former",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Yunfang-Tea-Industry-Co-Ltd-/1S00PDSHT?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065I39?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Yongtai Lianhuashan Ecological Agriculture Professional Cooperative,Chinese Mainland,,Manufacturer,Health Supplement,"Product Introduction of Polygonatum 1. Polygonatum Tea 2. Polygonatum Preserves 3. Dried Polygonatum Slices 4. Polygonatum Wine 0Polygonatum Introduction Polygonatum is a perennial herb of the Liliaceae family with plump, sweet and moist rhizo",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongtai-Lianhuashan-Ecological-Agriculture-Professional-Cooperative/1S00PDSIQ?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065I46?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Shanghai Meiyijia Food Co., Ltd.",Chinese Mainland,,Manufacturer,Chinese Cake,Black Pineapple Pastry Yunnan Rose Flower Cake Low-GI Mung Bean Cake Low-Sugar Tongren Matcha Ice Cream Mung Bean Cake Low-Sugar Kudzu Root Red Bean Cake Lychee Rose Cloud Rice Cake Low-Sugar Longjing Green Tea Mung Bean Cake,ODM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Meiyijia-Food-Co-Ltd-/1S00PDSSW?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065IF9?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Fujian Yongtai Senhui Food Co., Ltd.",Chinese Mainland,,Manufacturer,Snack,"Yongtai Preserved Plums, a national geographical indication specialty of Yongtai, Fujian, are made from fresh Gaoshan Furong plums grown locally. Following traditional craftsmanship and optimized with scientific formulas, the preserved plums contain",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Yongtai-Senhui-Food-Co-Ltd-/1S00PDSJN?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065I53?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Fuzhou Hongbin Food Co., Ltd.",Chinese Mainland,,Manufacturer,Organic Food & Beverage,"Founded in Yongtai, Fujian Province in 2021, Fuzhou Hongbin Food owns two ecological planting bases. We specialize in the production of dried edible fungi and dehydrated shredded radish, with full-link quality inspection and control throughout produc",Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fuzhou-Hongbin-Food-Co-Ltd-/1S00PDSKK?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065I60?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Fujian Guangyang Egg Industry Company Limited,Chinese Mainland,,Manufacturer,"Eggs, Eggs","GOOSUN Preserved Duck Eggs GOOSUN Preserved Duck Eggs adopt temperature-controlled pickling, Raw materials are sourced from our directly managed duck farms. We implement full-process food safety control from breeding bases to dining tables.",OBM,GOOSUN,www.chinaegg.com.cn/#/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Guangyang-Egg-Industry-Company-Limited/1S00PDSME?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065I8U?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Fuzhou Doryee Technology Co., Ltd.",Chinese Mainland,,Manufacturer,"Cooking Oil, Organic Food & Beverage","Fuzhou Doryee Technology Co., Ltd. is a factory under Doryee Industrial Group, a technology-driven enterprise specializing in the research, production, and sales of premium vegetable oils. Located in Doryee Industrial Park, Qingliang Town, Yongtai Co",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fuzhou-Doryee-Technology-Co-Ltd-/1S00PDSNB?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065I9R?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Fujian Xinnongtai Industrial Co., Ltd",Chinese Mainland,,Manufacturer,Fruit Juice,"Plum meat is our long-term export product to Japan. It inherits traditional Japanese craftsmanship, with zero preservatives and artificial colors added. We carefully select fresh plums with thick flesh and small pits, which are then rigorously de-pit",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Xinnongtai-Industrial-Co-Ltd/1S00PDSO8?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065IAO?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Xige Estate,Chinese Mainland,,Manufacturer,Sparkling Wine,"XIGE N50 1.This Xige’s iconic blended dry red is also the best embodiment of Xige’s spirit – respecting tradition and being brave to challenge innovation. Xige pioneered the blending of Cabernet Sauvignon, a local special variety of Cabernet Gernisc",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xige-Estate/1S00PDSP5?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065IBL?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Shanghai Meiyijia Food Co., Ltd.",Chinese Mainland,,Manufacturer,Chinese Cake,Black Pineapple Pastry Yunnan Rose Flower Cake Low-GI Mung Bean Cake Low-Sugar Tongren Matcha Ice Cream Mung Bean Cake Low-Sugar Kudzu Root Red Bean Cake Lychee Rose Cloud Rice Cake Low-Sugar Longjing Green Tea Mung Bean Cake,ODM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Meiyijia-Food-Co-Ltd-/1S00PDSSW?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065IF9?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yulin Supply and Marketing Group Co., Ltd.",Chinese Mainland,,"Distributor, Service Company, Others, Buying Cooperative, Exporter, Retailer","Noodle, Cooking Oil, Dried Nuts, Tea, Instant Food, Chinese Cake, Coffee, Sauce, Honey, Fruit Juice, Health Supplement, Rice, Snack, Dessert Wine, Seasoning, Noodle, Cooking Oil, Dried Nuts, Tea, Instant Food, Chinese Cake, Coffee, Sauce, Honey, Fruit Juice, Health Supplement, Rice, Snack, Dessert Wine, Seasoning, Noodle, Cooking Oil, Dried Nuts, Tea, Instant Food, Chinese Cake, Coffee, Sauce, Honey, Fruit Juice, Health Supplement, Rice, Snack, Dessert Wine, Seasoning",Yulin Multigrain Specialties Deep-processed Agricultural Specialties,Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yulin-Supply-and-Marketing-Group-Co-Ltd-/1S00PDYTN?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065Z8D?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Zhangzhou Jifuxi Food Co., Ltd.",Chinese Mainland,,"Exporter, Department Store",,Products of Tea Cream Roll Series,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhangzhou-Jifuxi-Food-Co-Ltd-/1S00PDSZB?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065IU0?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Zhangzhou New South China International Trading Company Limited,Chinese Mainland,,Exporter,,"abalone,canned food","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHANGZHOU-NEW-SOUTH-CHINA-INT-L-TRADING-CO-LTD/1X0AWGN1?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065IR9?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
