company name,location,,Nature of Business,Exhibit / Brand / Service Description,Product Strategy,Company Website,HKTDC Events,supplier_url,exhibitor_url,Company Background,Product / Service Range,Brand Name,Booth: 3E-C01   |   Hong Kong MedTech Association (HKMTA)   |   Hong Kong MedTech Association Pavilion,Certificates,Other Certificates,Booth: 3E-C09   |   Hong Kong MedTech Association (HKMTA)   |   Hong Kong MedTech Association Pavilion,Booth: 3E-A14   |   Medical Supplies and Disposables   |   ,Booth: 3D-D06   |   Rehabilitation and Elderly Care   |   ,Booth: 3D-D05   |   World of Health and Wellness   |   Chinese Mainland (Jilin),Booth: 3D-D40   |   Startup Zone   |   ,Booth: 3E-F33   |   Hospital Equipment and Digital Health   |   ,Booth: 3E-B25   |   Medical Supplies and Disposables   |   ,Booth: 3E-A38   |   Medical Supplies and Disposables   |   
"Changchun Shandong Hepatology Hospital Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,"Service Company, Wholesaler, Exporter, Export Agent, Import Agent, Retailer","Beauty Anti-Aging Tea: American Ginseng, Ganoderma & Rose LiverNourishing & EyeBrightening Tea Cassia Seed, Hawthorn & Dai Dai Flower Tea Black Wolfberry Liver-Nourishing Special Dietary Tablets",ODM,https://www.shanshigandan.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changchun-Shandong-Hepatology-Hospital-Co-Ltd-/1S00PC86A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062S22,"Changchun Shandong Hepatology Hospital Co., Ltd. Shandong TCM, a China Time-honored Brand founded in 1856, has been passed down for five generations and boasts a cultural heritage of over 170 years. It is a Grade II Class A TCM Hospital and an Inheritance Base of Jilin Intangible Cultural Heritage.","Healthcare Product, Health Food, Health Supplement","Beauty Anti-Aging Tea: American Ginseng, Ganoderma,LiverNourishing & EyeBrightening Tea — Cassia Se,Black Wolfberry Liver-Nourishing Special Dietary T",,,,,,,,,,,
"Changzhou Medical Bioengineering Co.,Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,"Production, sales of skin staplers, Infusion pumps, circumcision staplers, anorectal ligation device, micro-invasive fascial closure system, multi-channel single-port trocars, laparoscopic trocars, incision dilator, minimally invasive suture device.",OEM,www.czswmed.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changzhou-Medical-Bioengineering-Company-Limited/1S00PC5RM,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062R09,成立于1997年，自然人投资,,,,,,,,,,,,,
"Chongqing Guochengtang Pharmaceutical Co., Ltd.",Chinese Mainland,,,"Traditional Chinese herbal slices: White Lotus Seed (Semen Nelumbinis), Gongju Chrysanthemum Flower, Codonopsis Root Segments (Radix Codonopsis), American Ginseng Slices (Panax quinquefolius) and etc.",,http://www.gctzy.cn,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Guochengtang-Pharmaceutical-Co-Ltd-/1S00PC884,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062S6Q,"Guochengtang is a leading domestic manufacturer of traditional Chinese herbal slices, integrating standardized cultivation, production, sales, R&D, and importation. The company operates multiple advanced digital production lines for general herbal slices, ready-to-use herbal slices, and toxic herbal slices. With a team of professional quality control personnel and a fully equipped testing center, it strictly adheres to national GMP standards in the production of high-quality traditional Chinese herbal slices. The company has an annual production capacity of 5,000 tons of traditional Chinese herbal slices.",,,,,,,,,,,,,
"Chongqing Iyasocare Medical Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,Wheelchairs and mobility scooters designed and manufactured for the elderly and people with disabilities,"OBM, OEM, ODM",www.iyasocare.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Iyasocare-Medical-Co-Ltd-/1S00PBYTN,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062RWL,"Chongqing Iyasocare Medical Co., Ltd. was established in 2006 and is headquartered in the beautiful mountain city of Chongqing in China. It is an integrated industry and trade company specializing in medical device R&D, production, sales and consulting services, with business all over the world. The company's main products include wheelchairs, hospital beds, electric scooters, walkers, etc.; the company is committed to providing customers with reasonable, complete, reliable, and high-quality medical procurement programs; since the company was founded, it has served Europe, the Middle East, Southeast Asia and other global customers; and has obtained medical device registration certificate, medical device production license, medical device business license, ISO13485, CE, TUV, CFS and other qualifications Certificate; is a supplier of continuous strategic cooperation with China Medical Device Association.",Wheelchair,IYASOCARE,,,,,,,,,,,
"Chongqing Jizhong Economic and Trade Co., Ltd.",Chinese Mainland,,,HPV E7 Oncoprotein Rapid Test Kit. This product is a screening tool designed to rapidly assess the risk of developing cervical cancer within just 15 minutes.,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Jizhong-Economic-and-Trade-Co-Ltd-/1S00PC877,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062S3Z,"The Kyrgyzstan-China (Chongqing) Economic and Trade Cooperation Center is an important economic and trade platform established to deepen economic and trade ties between China and Kyrgyzstan under the joint Belt and Road Initiative, facilitating practical bilateral cooperation. Operating in a market-oriented manner, the Center showcases and sells a variety of specialty products from Kyrgyzstan, including honey, foreign wines, beer, snacks, handicrafts, and more, allowing visitors to learn and understand Kyrgyzstan through these products. It serves not only as an urban window for bilateral economic and trade cooperation but also as an important bridge for enhancing people-to-people friendship between the two countries, further promoting cultural exchanges and integration between China and Kyrgyzstan.",,,,,,,,,,,,,
"Chongqing JoySuch Information Technology Co.,Ltd.",Chinese Mainland,,,1. Medical IoT Solutions 2. Hospital Indoor Navigation 3. Medical Asset Tracking and Management 4. Staff & Patient Location Management 5、Intelligent Vital Signs Monitoring System,,www.med-iot.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-JoySuch-Information-Technology-Co-Ltd-/1S00PC24M,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062RUR,"Chongqing JoySuch Information Technology Co.,Ltd . is led by a team of academicians from the Chinese Academy of Engineering in technological innovation. The company holds over 400 credentials, including invention patents, prestigious honors and certifications from authoritative institutions. The brand Joysuch Health, specializes in providing integrated intelligent IoT solutions for hospital and elderly care institution. The company is committed to advancing the integration of artificial intelligence and IoT technologies, unlocking IoT data, and enabling AI applications to form a richer and more intelligent AIoT ecosystem.","Wearable Devices/Sensors, Remote Patient Monitoring Solution, Patient Monitoring System, Medication Management Solution, Hospital Automation Systems, Clinic Management System","Medical IoT Solutions,Hospital Indoor Navigation,Medical Asset Tracking and Management",,,,,,,,,,,
"Chongqing Kangkeer Pharmaceutical Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,公司成功研发全球首个二甲双胍控释片—都乐宁盐酸二甲双胍缓释片（Ⅱ），攻克了二甲双胍耐受性差的世界级难题，释放机制实现药物零级释放，帮助患者平稳控糖，解决了胃肠道耐受性差的世界性难题，荣获国家知识产权局“中国专利优秀奖”。另一款拳头产品力贻苹格列美脲片，品质卓越，被誉为格列美脲的金标准，荣获中国驰名商标。,OBM,www.conquer.net.cn,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Kangkeer-Pharmaceutical-Co-Ltd/1S00PBULF,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062S4W,"Founded in 1999, Chongqing Kangkeer Pharmaceutical Co., Ltd. is a high-tech enterprise that focuses on drug development in the field of chronic diseases, integrating high-end chemical drug research and development, production, and sales. The company has always adhered to the business philosophy of ""making medicine is like doing charity, like doing good deeds and accumulating virtue,"" and is committed to becoming a lifelong volunteer for diabetes patients. It has successively won honors such as ""National Biological Industry Base Leading Enterprise,"" ""Most Investment-Worthy Enterprise in China's Pharmaceutical Industry,"" and ""National Intellectual Property Demonstration Enterprise."".","Health Food, Health Supplement, Biotechnology","都乐宁 盐酸二甲双胍缓释片（Ⅱ）,力贻苹 格列美脲片,易克亚欣 那格列奈胶囊,长亚宁 替米沙坦片,平亚舒 缬沙坦氢氯噻嗪胶囊,康尔可通 盐酸氨溴索口腔崩解片,伉尔纾坦 氯雷他定口腔崩解片,康尔贝宁 硫酸沙丁胺醇口腔崩解片,康尔多安 扎来普隆口腔崩解片,舒楠 黄藤素胶囊",,,,,,,,,,,
"Chongqing Nanfang Numerical Control Equipment Co., Ltd.",Chinese Mainland,,,"Fully Automatic Agglutination Analyzer: Syphilis Screening; Hemorheology Analyzer: Investigates blood flow patterns in blood vessels, as well as bodily functions and pathological changes; Lactose Detection Kit: Detects lactose in human feces",,www.nfyl.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Nanfang-Numerical-Control-Equipment-Co-Ltd-/1S00PBYO2,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062RXI,"Chongqing Nanfang Numerical Control Equipment Co., Ltd. was founded in 2004 and restructured into a joint-stock company in 2019. It is a technology innovation enterprise specializing in the R&D, production, sales and service of in vitro diagnostic (IVD) reagents and instruments. As one of the earliest enterprises engaged in the R&D, production and sales of IVD products in China, Nanfang Numerical Control has long focused on in vitro diagnostics for thrombosis and hemostasis in the field of hemodynamics. The company has formed a core technology cluster covering instruments, reagents and consumables, with outstanding independent R&D and technological innovation capabilities.",,,,,,,,,,,,,
"Chongqing Sanxia Yunhai Pharmaceutical Co., Ltd.",Chinese Mainland,,,"Under MAH, the Company integrates TCM chain: resources, decoction pieces, proprietary medicines, intelligent pharmacies, R&D/production of inhospital/prepared preparations, and quality inspection for food, agriproducts and pharmaceuticals.",,https://www.cqsxyhyy.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Three-Gorges-Yunhai-Pharmaceutical-Co-Ltd-/1S00PBSD5,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062RVO,"Chongqing Three Gorges Yunhai Pharmaceutical Co., Ltd. is located in the heart of the Three Gorges Reservoir area — Yunyang New County, Chongqing. Founded in 1992, the company began production in 1996, underwent restructuring in 2003, and completed its shareholding system transformation in 2011. It is a pharmaceutical service enterprise integrating the R&D and planting technology promotion of Chinese medicinal herb seeds, seedlings, and high-end edible mushroom strains; the R&D, production, and sales of Chinese patent medicines, prepared herbal slices, and health foods; and the R&D, filing, and contract manufacturing of medical institution preparations. The company is a national high-tech enterprise. Leveraging the distinctive Chinese medicinal resources in the reservoir area, the company has established five Chinese medicinal herb resource bases and is recognized as a municipal-level leading agricultural enterprise in Chongqing. Through an industry-academia-research innovation system, the company has built its own technology R&D center.","Skin Care, Healthcare Product, Health Supplement, Health Food, Diabetes Care, Anti-Aging Supplement","Huan Shao Tang,Yun Hai Bai Cao",,,,,,,,,,,
"Combest Life Technology (Zhuhai) Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,"Exporter, Manufacturer, Retailer","Photonic calcium supplementation devices help middle-aged and elderly people supplement calcium absorption, increase bone density, treat osteoporosis, and maintain good health after use. The vibration massage comb is a portable health product.","Others, ODM",www.combest.com.cn,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Combest-Life-Technology-Zhuhai-Co-Ltd/1S00P8L8R,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005Z1GN,"Combest Life Technology (Zhuhai) Co., Ltd. is a high-tech enterprise specializing in the research, development, production, sales and service of smart and healthy home products. Since its establishment in 1999, Combest has always adhered to the business philosophy of ""technology creates health, integrity builds brand"" and provides high-quality and efficient value-added services to users.","Medical and Healthcare Service, Healthcare Product, Electronic Health Product, Joint & Bone Support, Health Supplement","Photoelectric calcium supplement,Vibrating massage comb",,,,,,,,,,,
"Finess Healthcare (Zhejiang) Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,"Exporter, Manufacturer","Surgical kits, Dressing kits, Macerator, Wet wipe warmer","OEM, OBM, ODM",www.finess-healthcare.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Finess-Healthcare-Zhejiang-Co-Ltd-/1S00PBUUO,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062HS7,"Finess Healthcare (Zhejiang) Co., Ltd. was founded in 2006. With 20 years of dedicated experience in manufacturing and exporting medical products, we have built a strong reputation across the global market. Our core product portfolio covers Surgical kits, Dressing kits, Macerators and Wet wipe warmers. We have been accredited with CE and ISO 13845 certificates.","Infection Prevention - UV Light Devices, Wound Care & Dressing, Dental Equipment, Dental Supplies, Elderly Care Product, Medical Consumable, Surgical Instrument",,,,,,,,,,,,
GenomeMe Lab Incorporated,Canada    |    Factory in Canada,,Manufacturer,"Canadian manufacturer of clinical-grade IHC antibodies and molecular diagnostic solutions for clinical pathology. Providing reliable, performance-validated IVD reagents with strong technical support and global distribution.",OBM,https://genomeme.ca/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2021,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GenomeMe-Lab-Incorporated/1S00NZYSQ,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S00616QO,"GenomeMe Lab Inc. is a Canadian biotechnology company specializing in the development and manufacturing of high-quality in vitro diagnostic (IVD) reagents for clinical pathology and molecular diagnostics. Headquartered in Richmond, British Columbia, GenomeMe focuses on immunohistochemistry (IHC) antibodies and molecular diagnostic solutions that support accurate disease detection and precision medicine. With strong in-house R&D and manufacturing capabilities, GenomeMe operates as an Original Brand Manufacturer (OBM), delivering reliable, performance-validated products to hospitals, pathology laboratories, and distribution partners worldwide. The company is committed to regulatory excellence, operating under ISO 13485 quality management systems and actively transitioning products in compliance with EU IVDR (Regulation (EU) 2017/746) requirements. GenomeMe portfolio includes a comprehensive range of IHC antibodies, companion diagnostic markers, and molecular assays, supported by technical validation data and international distribution networks across Europe, Asia, and North America. Through strategic partnerships and continuous innovation, GenomeMe aims to enhance diagnostic accuracy and expand global access to high-quality pathology solutions.",Precision Medicine,,,,,,,,,,,,
